,Beer Names,Rating,Locations,Reviews,Users
181,Parallel 49 / Fuggles & Warlock I Want It That Way,0.5,"Vancouver, British Columbia","Well made for the style, nothing overtly off, clean and somewhat dry. Lb variety pack",bdleedahl
182,Propolis Prunus (11/13) ,5.0,"Port Townsend, Washington","Acquired at La Bodega from Riverside, California for $13.99, Prunus 2018 is a Flemish-style dark ale aged in a Grenache vat with black cherries crafted by Propolis Brewing from Port Townsend, Washington.

The air yields Grenache wine, cherries, chocolate, and an underlying funk are noted as you drink. The appearance is a dark mahogany that pours a finger of beige head. When held up to light, a reddish brown unveils. The alcohol content is 7.5%.

Toffee is creamy to the mouthfeel. Grenache wine fills the complexion followed by black cherry tint and tart. Anise spices the take and accompanies the tart. Chocolate compliments and deepens the Grenache and black berry body. Figs are distinguished with the chocolate tone. Plums are felt with the toffee and chocolate combination. Brettanomyces yeast lightly funks the body and dries the finish while bringing out raisins on the mouthfeel. Oak adds a woodsy touch to the chocolate, black cherry, and Grenache frame.

Prunus 2018 is a delectable Flemish-style dark ale. The Grenache wine, black cherries, chocolate, toffee, plums, figs, and raisins blend together into a remarkable craft beer. The chocolate and toffee is savory, and welcomes the Grenache and black cherry notes. The Grenache wine style, black cherry tart, and anise provides a unique experience upon the take. As the beer warms, the chocolate, figs, and plums become more prominent. I treasured drinking this beer and dazzled by its depth and complexity. This is not a one-and-done beer, so it will be brewed again.

Cheers. Prost. Drink for the love of beer.

For more beer reviews, visit and like my blog “Drink For the Love of Beer.”",dflb
183,Toppling Goliath Double Dry Hop Light Speed Pale Ale,2.1,"Decorah, Iowa","Strong grapefruit aroma. Solid matte dark orange, little to no carbonation. Strong grapefruit into light citrus and then strong grapefruit bitter. Light spice aftertaste. Thin mouthfeel.",geeklimit
184,Big Lamp Keelman Brown,5.0,"Newcastle Upon Tyne, Tyne & Wear",The flavour hits you from the first sip to the last. A delicious Brown ale.,BeerChalice53
185,Boshkung Kungaroo IPA,1.3,"Minden, Ontario",on tap at Summerhill lcbo. cjemical whirlpool smell. hazy but off flavours. not drinkable.,Sammy
186,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","Le nez est propre aux bonnes bières de garde avec de riches arômes de malts torréfiés, de céréales, de caramel et de levure. En bouche c’est rond, légèrement sucré, sur une base maltée bien charpentée aux saveurs de caramel et de fruits secs. La seconde bouche révèle des notes de raisins secs, d’amande amère, d’alcool et une belle amertume qui dure pour une finale longue et rafraîchissante. Une puissante bière de garde !",HopsRates39
187,Decadent Ales Vermont Maple,1.9,"Mamaroneck, New York","Can 1 pint. Pours an almost clear golden with a rich and frothy head - looks like a Czech Pils! Aroma is very subtle, lurking underneath the dense head - spiced in an odd way. Medium body, veryperfumy and then dry to an extreme defgree where astringency sets in. I very much doubt that this is what was intended. It doesn't taste like maple at all and it's so astringent that it's like chewing painkillers. Misfit, sorry. 201219",CloakedDagger
188,Siren Double Double (Project Barista - 2019),2.0,"Finchampstead, Berkshire","Dec 2019. 330ml dark bottle, unfiltered, from Beer Hawk's £1 a beer deal for out of date beers - this one is best before 20/11/19. It's an odd thing. Flavours all over the place. There's the zippy hops, and there's hazelnut, vanilla, and coffee. And somewhere in all this there's a pale beer trying to get out, but it's hidden beneath all the flavouring. Does anyone remember the Kitchen Sink Brewery? A British small brewery that tried all sorts of ingredients in each beer - everything except the kitchen sink, really. This reminds me of that.  [2.0]",SilkTork
189,Woodgate Original Cider,0.6," Wimbledon, Greater London","This is not a cider I would never drink again. Artificial sweeteners in cider is a disgusting idea. It doesn't need artificial sweeteners added, it will be sweet enough WITHOUT the artificial crap.",AleExports36
190,SolBrew,3.6,"Honiara, Solomon Islands",Наконец то посетил Соломоновы острова и местную пивоварню! Вполне приятное пиво жля Океании!,mtitov
191,Mager Märzen,4.5,"Pottenstein, Bavaria","De Landbierparadies. Jugando a Adventure Pals. En copa hefe de Bavaria. Maltosa, con un buen cuerpo y compensada con una reseñable dosis de amargor herbal que hace que pronto te encuentres deseando bebertala de un buche",josanguapo
192,Ridgeway Insanely Bad Elf,1.3,"North Heath, West Sussex","Bottle. Clear golden color. No head. Sweet, malty, alcohol, acetone in aroma/taste. Nooooopeeeee.",Marduk
193,Craftwerk Holy Cowl,1.2,"Bitburg, Rhineland-Palatinate","A surprise find in the basement of Shinkong Mitsukoshi, opposite Main Station. Aroma: malty. Appearance: clear light brown, 5 mm. off-white head. Palate: medium-bodied and slick, malty and sweet at the finish, soft carbonation. Taste: medium bitter and sweet, not particularly well-balanced; ginger nuts, petrol, unpleasant.",Luneylane
194,North Coast Old Rasputin Russian Imperial Stout,2.2,"Fort Bragg, California","the bottle looks like awesome so i buy it and drink it. my brain says ""no don't do it"". my hand says""NO DRINK IT!!!"" so i drink it.
my mouth say"" yo what is this shit knock it off jesus"" i don't like it",RubertLima
195,Evil Twin Even More Pecan Pie Jesus ,1.8,"Queens, New York",bottle share from a new friend at Tenaya. I could not stand the smell. super sweet pecans with acetyl butter. made it difficult to really enjoy the beer. the worst one-off in thi series by far for me.,dwyerpg
196,Epic Big Bad Baptist - Hazelnut Vanilla Latte,0.7,"Salt Lake City, Utah","Another ""infected"" BBB variant!!! Drain-pour! Will not be buying anymore of their products. There are so many other great BA Imperial Stouts, for much better price.",Alex5
197,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","C’est une bière très bien équilibrée. Clairement, c’est un opéra dans le verre et dans le gosier. Acte 1 : le malt et les nuances de fruits mûrs. Ça lui donne beaucoup de puissance mais elle reste légère. Acte 2 : le houblon se fait très discret en fin de gorgée pour laisser le devant de la Cène (attention au jeu de mot blasphématoire) à des notes caramélisées et chocolatées. Dit comme ça, sur le papier, on aurait tendance à croire qu’elle est sucrée. Mais que nenni la biche ! Grâce à la double fermentation, elle garde un caractère puissant et naturel sans que l’alcool ne prenne tout le goût. Pour être franc on le sent quasiment pas.",FrothyStave49
198,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Le goût est riche et très équilibré, ce qui fait monter la côte de cette bière dans mon coeur. Cet équilibre se trouve dans l’entremêlement du malt, du houblon et de l’alcool. Cette richesse de gout s’équilibre également par la mousse, dense, qui rend de la douceur a l’ensemble. En arrière de cette équilibre, on retrouve les notes fruitées que l’on sentait au départ. Ce goût et surtout cet équilibre se prolongent tout au long de la dégustation.",FlightLegion58
199,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","La bière est bonne, très bien équilibrée, le dosage est parfait. Simple à boire, elle a le gout de la bière (meilleure analyse du monde). Enfin d’une bière qui se laisse boire facilement et qui ne se veut pas forte et riche en gout. Nous avons un malt et un houblon assez jeunes qui laissent ce côté fraîcheur (chill) qui me plaît de plus en plus dans la bière.",MashForever56
200,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","En bouche, cette bière est assez douce. Elle paraît simple à première vue mais finalement elle est assez complexe, comme pas mal de goûts différents participent à l’accord et à l’équilibre global. Elle est toute en contradiction : douce mais alcoolisée, acide et amer mais sucrée.

A première vue, on a un goût de malt et d’alcool puis elle s’adoucit par une fin de bouche assez sucrée. On découvre également une amertume qui s’étale sur la longueur et se marie avec alcool. On perd le goût d’alcool au fil des gorgées, tandis que l’amertume  se libère au fur et à mesure et s’associe au sucré, ce qui apporte de la douceur. Tout cela est complété par une acidité qui rappelle celle du vin.",YeastLees62
201,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Dès la première gorgée, elle se savoure. Elle est très bonne d’entrée de jeu et c’est bon signe ! Le houblon est bien présent et elle est très fruitée, puis, le malt arrive en fin de bouche. Un goût complet et équilibré. En plus, elle est belle (« Vous avez vu ma femme ? Elle est belle hein ? Oui chef »), avec sa mouche bien blanche et plutôt dense pour une blonde. Au long de sa dégustation, accompagnée de la socca de René, évidemment, elle se montre légère et idéale pour accompagner la recette qui l’a inspirée !",CaskTasty56
202,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Ce qui frappe d’entrée de jeu avec cette jolie blonde est son amertume. Elle est très présente, ce qui lui confère beaucoup de caractère. Mais ne vous en faites pas, cette amertume est, en partie, contre-balancée par l’arôme floral, qui se révèle être le goût principal de cette bière autour duquel gravitent d’autres goûts, qui persistent plus dans la longueur.

En fait, on découvre un goût de levure qui demeure mais la palme de la persistance en bouche revient à cette amertume. Elle est amère, les amateurs de Bud ou autre Heineken passeront leur chemin. Et les amateurs du genre seront comblés ! Je sens que je vous fais un peu peur, alors on va vous remettre en appétit : la mousse, généreuse, est excellente et donne vraiment envie de plonger le nez dedans. Et, ce petit goût floral vaut le détour.

On doit aussi noter qu’elle fait pas mal de dépôt, c’est bon signe : on boit de la vraie bière, pas pasteurisée et compagnie !",FrothyStave48
203,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Vous le sentez ? Moi oui ! C’est le goût de la bière qui coule dans la gorge et la volonté qui reviennent. Revoilà cette sensation de fraîcheur, ses fines bulles qui pétillent telle une Badoit un jour de grand soif. Une résurrection. Tel le phœnix renaissant de ses cendres. La bière est parfaitement équilibrée ! Une attaque très caractérielle, on remarque la présence de plusieurs malts plus ou moins jeunes qui donnent de la légèreté et du goût à l’ensemble. On distingue la présence de blé, qui enrobe le tout. Et sur la fin, on remarque l’amertume typique des levures ajoutées à la mise en bouteille.",BeerSampler53
204,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Pas besoin de vous faire un dessin, je la recommande. En ce moment je suis plutôt lassé des bières belges trop lourdes et fortes; mais en même temps, la radler c’est un peu light. Là, c’est le juste milieu.",FlightMaster61
205,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Et ben c’est une super bière! Pour une bière de garde elle est plutôt douce, dû à son manque de houblon, mais c’est bien compensé par le goût de l’alcool.",BineMeister63
206,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","La première gorgée apporte également une légère odeur de mangue mais la sensation de douceur s’efface et est remplacée par l’alcool, que l’on sent bien en arrière-goût et qui perdure mais sans être agressif. On retrouve donc bien une bière de haute fermentation. Les gorgées suivantes apportent de nouvelles touches, de petits arômes qui se dévoilent au fur et à mesure. On trouve donc des goûts de caramel et de réglisse qui se cachent derrière la note principale de malt.",MeadExports55
207,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France",La mousse bien épaisse donne une superbe entrée en matière et quand on arrive au breuvage là c’est le pompon ! D’abord la puissance des céréales puis on distingue des notes de caramel. Elle reste peu sucrée mais l’alcool reste discret,BarrelGuide146
208,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","C’est un peu complexe pour distinguer l’ensemble de ses saveurs, mais même pour des novices dans le domaine, elle se laisse apprécier. Son petit plus :  le sucre est rajouté à la mise en bouteille, ce qui permet de réactiver les levures. Là, comme ça, ça ne vous parle certainement pas mais ça veut dire que c’est une bière qui peut se conserver très longtemps et qui aura même tendance à changer de goût pour devenir encore plus puissante (et aussi avec un plus gros taux d’alcool).",KegChamp52
209,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France",c’est une bière d’exception à boire exceptionnellement pour la savourer pleinement et toujours (re)découvrir ses nombreuses saveurs. Ses multiples facettes font qu’on en boirait bien plus que la bouteille,IBUHopper49
210,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","A première vue, on sent ces levures. Elle se révèle assez maltée d’une part mais rafraîchissante, bien liquide de l’autre. En cette canicule ce n’est pas désagréable !
Ensuite, on découvre un petit goût de noisette ou de châtaigne. Et, au nez on remarque de discrètes effluves de whisky et de chocolat noir. Ces odeurs rappellent le Lindt Irish Coffee, eh oui, c’est important de ramener la dégustation à des choses connues d’un grand nombre. Essayez d’ailleurs d’en croquer un morceau, je suis persuadé que ce mariage sera bien meilleur qu’avec du saucisson. Ces odeurs se retrouvent également en bouche, mais toujours très discrètement. Et donc cette blonde est bien équilibrée avec des arômes que l’on décèle ça et là  ! Et cet équilibre persiste bien en bouche, donc ça, chers néophytes, c’est un très bon signe. C’est simple quand il n’y a pas de goût d’eau apparent, on est sur une bonne bière, ou du moins une bière de qualité, ça signifie que les brasseurs n’ont pas lésiné sur le malt, les levures et les houblons.

En bref, vous pourrez vous vanter de faire découvrir une bière intéressante, rafraîchissante et complexe !",MashGuide52
211,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Seriously ? Only 3/5 for any reviens WTF DUDE

Inbelievable french beer !! With a guide on LANGRES, we discovered this awesome beer !!",MaltoseLegion44
212,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","INCROYABLE ! Visuellement, cette bière est opaque pour une blonde, et bien que l’opacité laisse présager une bière forte, typée bière d’abbaye belge comme la Triple de Val Dieu, mais il n’en est rien et elle est même légère. Au nez, elle se révèle houblonnée.

Finalement, c’est un bonne bière, rafraîchissante, mais riche en goût ! Je me répète mais c’est un tour de force.",MaltChamp47
213,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","C’est frais, c’est bien malté. C’est puissant. On est bien sur une Bière de Garde. Mais tout est harmonieux. Avec même des notes d’agrumes et de fruits frais. Clairement surprenant pour une blonde. On pourrait la boire en terrasse, les pieds dans l’herbe avec le soleil tapant sur la tête. Par contre n’oubliez pas votre chapeau!",NobleTun60
214,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","Comment dire. C’est Simple. Genre vraiment simple. Mais très efficace. L’exercice est parfaitement réussi. C’est une blonde tout ce qu’il y a de plus basique. De fines bulles, un parfum de céréales et un goût de malt frais très agréable en bouche. Peu de houblons ont été utilisés pour justement retrouver le goût de la bière d’antan. Comme on l’a dit c’est simple, basique, mais très bien réalisé. Elle se boit très facilement tout en ayant du caractère. Pour vous donner une image. Comparez une Renault et une Mercedes. Les deux ont un volant, 4 roues et permettent de se déplacer. Toutefois les finitions ne sont pas les mêmes. Ici, on est au volant de l’allemande.",FlightMuse72
215,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","En la versant dans son verre on est surpris par la quantité de mousse qui se forme et surtout sur sa texture, puisqu’elle est dense et persiste assez bien.

La première gorgée attaque par les arômes de céréales, en particulier l’avoine qui surprend. Rien d’étonnant si on a lu l’étiquette et qu’on sait ainsi qu’elle est faite à partir de trois grains, le froment, l’orge et l’avoine donc. Cette première gorgée est forte et les qualités de la bière sont difficiles à  distinguer, mais passée cette étape, elle devient bien plus douce et on peut apprécier tous les subtilités de ses arômes, assez uniques.",CaskMaster53
216,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Excellente bière ! Je m'en délecte chaque week-end. 

Texture somptueuse et je crois quelle fait l'unanimité",TrappistExports55
217,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","ATTENTION !! Biere de GARDE !
Il s'agit d'une bière qui peut se boire en pression... MAIS qui se boit après plusieurs mois de fermentation dans sa propre bouteille!

En effet elle est fermentée dans des fonds de bouteille de champagne puis verser dans leurs bouteilles respectives. Leur goût est donc évolutif et pour avoir la VRAIE biere de garde il faut impérativement la boire 6 mois après voir plus.

Vous comprendrez les notes lorsque vous aurez fait ça ! Elle est INCROYABLE",HopsLegion55
218,Genesee Ice Beer,4.0,"Rochester, New York",Smooth and with strong hoppy flavor. Is it an ale or a lager? Strong and a good value for its low price. Better than the watery choices that cost a buck more than it,MeadReports64
219,Funky Buddha Last Snow Porter,2.2,"Oakland Park, Florida",12 oz. can from Total Wine-Viera. Pours a dark brown color and mahogany highlights with a thick creamy light tan head and great retention.  Spotty lacing.  Very coffee-forward aroma. The taste matches the nose.  Dark roasted coffee and creamer flavors dominate. Any other flavors are drowned out. Thick mouthfeel and low carbonation combine for a creamy texture. If you like coffee this would be really good; I dont.,Kleg
220,Morland Old Speckled Hen (Filtered),0.6,"Bury St. Edmunds, Suffolk",Worst beer I've ever encountered. So disgusting it could be counted as a weapon of mass destruction. Every reputable brewer or beer lover will drop dead (literally).,DraftMeister156
221,Thornbridge Darcy,1.5,"Bakewell, Derbyshire",Je n'ai même pas envie d'écrire un commentaire tellement elle est insipide et sans intérêt,Redbutcher
222,Mickeys Fine Malt Liquor,5.0,"Milwaukee                       , Wisconsin",Ohhh Mickey’s.. I can’t count how many darkened days and sunny nights you’ve gotten me through. You truly are the FINEST of malt liquors.,ItalianWeapon
223,Steel Reserve 211 High Gravity,5.0,"Milwaukee                       , Wisconsin","Best beer so far and by far! 
I tried so many other beers and I'm not saying that they all bad but the STEEL RESERVE is by far the best! I like the full aroma, great taste over all! 
The perfect beer for somebody who likes it a bit heavier and hoppier!",ItalianWeapon
224,JosephsBrau Howling Gourds Pumpkin Ale,1.3,"Monrovia, California","355ml bottle, drank on 15th  Dec 2019 while in California. Clear and clean amber body, plenty of carbonation bubbles rising through but no head what so ever. Sweet pumpkin aroma and taste. I am no expert on Pumpkin ales, but this is by far the worst I have come across; just awful.  Too sweet even for my sweet tooth.",BlackHaddock
225,Point Snow Pilot,4.9,"Stevens Point, Wisconsin","Wow, I like it. A full pistachio flavor. A brown ale with a lot of winter surpise. A great winter beer.",LagerChecker34
226,Breckenridge Avalanche Amber,4.5,"Denver, Colorado",A full flavor amber. Nothing bad about it. Has a lot of flavor for an amber. A winter Amber is a good discription.,LagerChecker34
227,Radiant Pig Save The Robots,0.8,"New York, New York","Not sure there are any taste notes. Will not buy again thin yellow not appealing to this drinker, the bad chinese food I bought today to go with it is a good match. Glad I just got 1 can",katseb
228,Evil Twin Sanguinem Aurantiaco,1.6,"Queens, New York","When I am king, citrus adjuncts will be outlawed. This travesty will be first to face the block. Disgusting sour fizz. Like Tango sans the sugar.",BreweryChalice55
229,Sweetwater 420 Strain Mango Kush,1.4,"Atlanta, Georgia","UGH!  Horrid stench of weed, skunk behind, and fusel alcohol.  Might be the worst smell I've ever had of beer.  Tastes like old eggs, bad herbal funk, and some mango in the finish desperately trying to save it.  Two sips and...just no.  Drainpouring this.  I haven't had an especially bad beer in awhile, but this was just AWFUL.",kdm1984
230,Revolution Every Day Hero,1.8,"Chicago, Illinois","I'm so tired of these hero beers, they all pretty much taste the same so here goes another. I suspect it will be some totally bitter thicker hopped beer, as usual. This can was only a buck and a half at vintage. On pop there is lots of hops permeating the area. Clear pale. Taste is mouth coating veggie hops with decent co2. The co2 is a positive considering how hopped this IPA is. Bitter linger on the sides of the tongue after each big swig. Pretty big impression on the hops, you'd swear its above 5% fer-sher. Why would anybody want to subject their palate to hop bitterness without much alky kick? Just asking.",cheap
231,Manns Brown Ale,1.0,"Burton-on-Trent, Staffordshire",What a disaster. Watery toffee taste. Is this beer or is this a wanna be?  Disappointing,schenk
232,Flensburger Gold,4.0,"Flensburg, Schleswig-Holstein",First off. These people are off their rocker. This is excellent beer. Pours up a crystal clear golden color with a small bubbly white head. Clean clear honey malt apple aroma. Taste follows with a clean clear straight forward malty taste. Honey like sweetness. Mild spice and cleansing apple. Amazing.,HourGlass13
233,Big Brother Original Hard Root Beer,0.8,"La Crosse, Wisconsin","This “root beer” doesn’t taste like a root beer. It tastes like a sparkling dip cup. Honestly, the wintergreen is so strong, it was incredibly reminiscent of Skoal Wintergreen spit. Would not recommend to anyone. I poured the entire 6 pack out after one sip. Wouldn’t gift to people I hated. Would give 0/10 if I could.",MeadPours67
234,Ballast Point Victory At Sea - High West Barrel,2.0,"San Diego, California",Har svårt med imperial porter. Men god rund smak i början och sedan kommer ”sprit” smaken. Men väl balanserad och det låga betyget beror mest på mitt tycke för imperial porter.,hatten
235,JosephsBrau Winterfest (WinterBrew),4.7,"Monrovia, California","WinterBrew has a medium, khaki head, a clear, red-brown appearance, and some lacing. Aroma is of dark-roasted malts, bread crust, and syrup. Flavor is of brown bread crust, raisin, date, and possibly figs. Mouthfeel is high medium, and WinterBrew finishes surprisingly crisp. RJT",ronaldtheriot
236,Dogfish Head Olde School Barleywine,2.0,"Milton, Delaware","(Keg at Brewer's Republic, Colorado Springs; 2 April 2018) 4:3:4:2:7=2.0
A hazy or at least very misty reddish beverage with a sweet aroma that has something almost lemony to it.  Oh, and there are sweet fruity old socks, in the taste too.  And yes, I get harsh booze, which is the main characteristic of the finish, alongside caramel.  This is not a barley wine.  Unusually, Phil didn't have this.",FatPhil
237,Michelob Ultra,3.5,"St. Louis, Missouri",This beer pours a clear straw yellow color with a fizzy white head that dissipates quickly. The aroma is wet hay and roasted barley malts. The flavor is roasted barley malts and water. The mouthfeel is very light with lots of prickly carbonation. Not a complex beer but an easy drinker for sure.,brandon1989
238,Stone (Berlin) / Jägermeister Arrogant Bastard,1.9,"Berlin, Berlin","Allow me to retort: Jager through and through, with an unbearable amount of star anise overpowering every other aspect of the beer. Add a little honey and you’ve got fizzy Zarbee’s cough syrup. Intriguing, unique, remarkable, and absolutely undrinkable.",oobawa
239,Ace Hill Vienna Lager,1.3,"Toronto, Ontario","recalled enjoying this before so bought again.had it after  tripel, aventinus and strong cheese
, got slaughtered this time lmao. this shit cant compete in the real time.

golden with minor head. corn, unfermented wort ""hayiness"", has this matured? unremarkable sbasic body. wow this is so mediocre. another MEGA FAIL for ontario microbrewers. up yours. and yes im bring open minded. i dont want to drink crap.",fredthecat
240,Hatherwood Total Legend,4.4," Wimbledon, Greater London","Dark nut brown in colour. Smells sweet and strong. Flavours are bold, caramel, toffee and dried fruits, lovely beer :)",robinshute123
241,Belching Beaver Peanut Butter Latte,1.7,"Vista, California","Just like the original, I just don't get this beer.  It has some peanut butter flavor, but also tastes just dirty.  The color is fine but the flavor is just bad.  Don't get the love.",dwyerpg
242,Störtebeker Übersee Pils,5.0,"Stralsund, Mecklenburg-Vorpommern","Goldene Farbe mit leichter Trübung. Viele kleine Kohlensäureperlen. Geruch nach milden Zitrus und milden Hopfen. Mittelgroße cremige Schaumkrone. Im Antrunk recht erfrischen mit angenehmer Malznote. Kohlensäureanteil ist ausgewogen. Samter Hopfen bzw. Zitrus, Frucht Körper. Ein Pils mit einem super Verhältnis. Mein Lieblings-Pils.",BarleyTeam16
243,Berliner Kindl Weisse Mit Schuß Waldmeister,0.5,"Berlin, Berlin","Groen gekleurd bier met veel wit schuim. Van het bier is qua smaak niks over, de waldmeister is daarvoor te overheersend. Het bier smaakt super zoet en heeft een vreemde kruidige smaak. Echt niks voor mij.",FlightLees22
244,Miller Genuine Draft (MGD),3.9,"Milwaukee                       , Wisconsin","clean and edge also great flavor.drink with a pringles or another salty foods as popcorn or nachos or KFC,pizza. salty flavor is best option for MGD in my opinion. but end flavor is not that much good.",RubertLima
245,Live Oak Primus,1.9,"Austin, Texas",Bock is not my thing. Even don’t have the desire to finish it. 1/3 of the beer left in the glass. Seems like begging me to drink it.,beer3000
246,Heineken,3.7,"Zoeterwoude, Netherlands","Light yellow pour, white head. Sweet at first, mild bitterness, dry finish.",AnokaBrewer
247,Samuel Smiths Oatmeal Stout,1.9,"Tadcaster, North Yorkshire",Extremely strong beer. Tastes like a DARK fruit that's a bit overpowering. Wouldn't buy again.,BineChalice28
248,Marks & Spencer Cheshire Chocolate Porter,1.1,"Paddington, Greater London","This was very disappointing. I had hoped for a luxurious chocolate porter. This isn't it.  It lacks the depth of a classic porter. A very one dimensional ale with a very, slight hint of chocolate, certainly not the hit of deep chocolate that can work so well with a complex porter or stout. I should have read the ingredient list.  The glucose syrup would have warned me that that was probably a watery, indifferent attempt at a  chocolate porter. Shame on me.",Geuze
249,Galahad Export,5.0,"Atherstone, Warwickshire",This beverage can make you feel as happy as waking up on Christmas Day. The sound of childrens laughter washes over you as you crack open that beautiful can of joy. It is the taste of a good session and the pride of a nation. Galahad truly lives up to its namesake at the round table.,IPAGuide169
250,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","J'attends la Choue Issou avec impatience !!
Une bonne bière ISSOU ferait des ravages quand on voit la maîtrise du niveau de cette bière moyen moyen-âgeuse ! 

Tout est parfait, elle se voit magnifiquement bien.",WortReports57
251,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","Cette nouvelle recette est parfaitement équilibrée. Savoureuse en bouche, elle apporte un très léger parfum d'épices, de caramel (mais sans être sucrée), et se boit avec un vrai plaisir. Elle n'est vraiment pas trop forte et, mieux encore, on retrouve ce petit goût métallique (mais agréable) en bouche, caractéristique de la Choue.",LocalTaps55
252,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","Absolument délicieux et captivant parfum. Mousse compacte et en bonne quantité (un nuage moelleux comme une couche homogène de neige, douce et lisse). En bouche, un goût de malt exalté, et très savoureux, avec une densité élevée.",IPARater64
253,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","En bouche c’est une saveur intense composée d’épices et de caramel qui se dévoile, s’apprécie. Un mariage équilibré de douceur et d’amertume.",HopsSampler54
254,Vauclair Choue Blonde,4.7,"Giey-sur-Aujon, France","Une bière de garde comme on en fait plus ! Dans un style moyen ageuse, cette bière vous transporte sur un doux hummer rouge volant parmi les anges.",NobleSensei66
255,Mother Earth Cali Creamin,5.0,"Vista, California","Purchased a six pack of cans from a Wal-Mart. Thick white head on top of a clear golden body. Well not so clear, but not hazy either. The beer smells overtly of vanilla, and nothing much more. It taste of vanilla, mostly like yellow cake. I have to admit this is probably the best beer I've had this year that I'm trying for the first time",camay1997
256,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","J’aime boire cette magnifique bière entre kheys pendant des irl, ça m’apaise, j’aime ça",KegMeister52
257,Stone IPA (India Pale Ale),2.2,"Escondido, California","Bottle.  Pours a clear gold color with a thick off-white head and great retention.  Very good lacing.  Strong hoppy aroma.  Very strong bitter flavor. This is for serious hop heads only. Not my preferred style. Yes, I'm not worthy. Haha.",Kleg
258,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","Biere incroyable qui n'a de défaut que son apparence ambrée magnifique pour laquelle je tuerais, sérieusement cela me fait tellement craquer que je pourrais défourailler tout le monde dans un bar où je m'attablerais  dans l'espoir de déguster ce cadeau divin du chef, ce qui est un assez gros défaut vous en conviendrez",LagerTicks59
259,Grimm Galaxy Pop!,1.7,"Brooklyn, New York","This beer smells absolutely terrible. Tons of grapefruit and assloads of gym sweat, onions and rotting sea life.  Lightly tart flavor with plenty of bright grapefruit,  tart lemon,  and gym shorts. A bit of a salty tart finish.",freekyp
260,Vauclair Choue Blonde,4.8,"Giey-sur-Aujon, France","Personnellement j'enlève 0.2 pts pour deux raisons

Pas dispo en bouteille géante de 15L

Prix trop bas pour ce millésime sérieusement 

Comme quoi nos régions ont VRAIMENT du talent 

Isse.",YeastChalice52
261,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Cette bière de garde est de haute volée, la sirotant dans un peignoir italien au bord du feu et mon bol en bois rempli de Chips à la crevette importé en inde, je dois dire que je suis impressionné par la qualité de cette bière",ResinousPours48
262,Vauclair Choue Blonde,5.0,"Giey-sur-Aujon, France","Meilleure bière que les leffes que l'on nous sort à toutes les sauces. Cette bière est incroyable, ce goût en bouche a réveillé mes papilles de mâle alpha.",FrothyGuide48
263,Steel Reserve 211 High Gravity,5.0,"Milwaukee                       , Wisconsin","Very Good Beer if it's not the best. Smooth & Tender @ the beginning of 24 Fl. oz. Slowly tastes getting boozy, sweeter & strong alcohol @ the end. I'm sure I would enjoy it for a long time.",FrothyChalice62
264,Verdant / Temescal Indigo Tie-Dye Wolf T-Shirt,1.6,"Falmouth, Cornwall","Optisch echt super, riecht aber als sei ne Flasche 47/11 übers Sofa gekippt. Zimt und Rosenwasser, holla die Waldfee. Im Trunk ebenso abenteuerlich, schwer zu glauben, dass das ein Stout ist.",Fisler
265,Flying Dog Thunderpeel New England Style IPA,1.8,"Frederick, Maryland","Aroma of diesel and BO, nasty nose.  Clear pale. Taste is not as bitter as expected but it starts to get more bold in the middle. Yes, now I'm thinking its not as rude as was expecting. Better than most IPA because I don't like IPA. In the end, its probably more like a stronger APA.",cheap
