,Beer Names,Rating,Locations,Reviews,Users
289,Abomination Pilgrimage Into the Dank,1.7,"East Stroudsburg, Pennsylvania","19-Oct-19 (16-oz can, No date stamp: Purchased 13-Sep-19 for $5.99 at Holiday Wine Cellar in Escondido, CA)This Imperial IPA pours a fully cloudy, golden-yellow body and an inch of bubbly, rocky, white head that settles to a partial dusting and thin ring, leaving a few spots of lacing on the beer-clean glass.  The nose offers aromas of orange citrus, orange zest, mango, and passion fruit when first poured, but that quickly turns to cut grass, orange peel, alcohol, and an odd, nose-burning spiciness.  On the palate, there is a nice burst of juicy, tropical fruit up front, but immediately, fruitiness turns to orange peel, and the harsh, dank, grassy, and highly bitter flavors take over and finally completely dominate the finish.  The malt base is crackery with only light sweetness, but the vegetal hop assault never lets up.  The beer is medium in weight, medium in carbonation, and harsh, astringent, and zesty in mouthfeel.  Overall, this is not enjoyable to drink.  It's harsh, astringent, very bitter, and tastes like eating garden weeds.  What an unfortunate first impression with this beer brand.",DarkElf
290,Abomination Hop Thing,1.8,"East Stroudsburg, Pennsylvania","05-Jan-20 (16-oz can, No date stamp: Purchased 14-Dec-19 for $5.49 at Holiday Wine Cellar in Escondido, CA)This Hazy Imperial IPA pours a fully hazy/cloudy, golden-orange body with an inch of off-white head that settles to a patchy sheet and thin ring, leaving a thin ring and spotty lacing on the beer-clean glass.  The nose projects a dominant aroma of bitter orange peel, with notes of orange juice and resin in the background.  On the palate, the dominant flavor of orange peel and grapefruit pith is bitter and harsh; I might as well have taken a bite out of an unpeeled orange and chewed it up, peel and all.  There's plenty of orange juice flavor, maybe some mango, but the harsh orange peel character is all I can think about.  The beer is medium in weight, medium in carbonation, and obviously, pretty astringent.  Overall, another terrible beer from Abomination.  It's not so much that this is over-hopped, although an argument could be made that it is, but rather it's just very poorly executed, so all the harsh astringency remains in the finished beer.  Second beer out of three like this from Abomination, so maybe the name fits.  Absolutely not enjoyable and not a beer I'll finish.  Insert vomiting emoticon here...",DarkElf
291,Ben Thanh Bia,1.5,"Vinh Phu, Thuan An, Binh Duong Province, Vietnam","Tämligen fadd smak som inte är särskilt angenäm. Intressant att alkoholhalten är angiven till att vara mellan 4 och 6 procent. Nja, det finns bättre från Vietnam.",Senap
292,Oettinger Export,1.7,"Oettingen, Bavaria","Can. Coz za dziwny produkt, slodki, diacetyl, piana srednia, malo trwala, splywa szybciej niczym reka po jedwabnej poscieli. Slokdosc, malo chmielnosci, kompletnie zle uwarzone. Bardzo wodniste i raczej przypominalo mi powszechnego strong lagera mimo niewielkiej ilosci alkoholu. Niedawno testowane piwo bezalkoholowe bylo przynajmniej dwa razy lepsze. Dziwne to dla mnie zamieszanie ale tak to0 odczuwam.",Grzesiek79
293,Buddelship Smook in de Piep (Rum Barrel Aged) ,0.7,"Hamburg, Hamburg","Drunk in early 2019. Cocoa butter, green apple, ashy roast, molasses, coffee, light incense-like smoke. Almost no body, rough, astringent, boozy finish. One of the worst beers I have ever had, and that from an otherwise reliable brewer. Booze, acetaldehyde and ash dominate. What a waste.",ElDesmadre
294,Harboe Jule Bryg,1.5,"Skælskør, Denmark","Beer tasting @ Gaultier 5/1-20. Sweet and malty. Body is medium, the finish is dry and malty.",Gaultier
295,Harboe Jule Bryg,1.2,"Skælskør, Denmark","Can from bordershopen, puttgarten. Pours a amber colour beer with a medium head. Malty sweet malty sweet malty sweet. Dry finish",fillepolo
296,Du Lac Saint-Jean / La Korrigane - La Barbe-Rose,1.8,"Saint-Gédéon, Quebec","14/IX/19 - on tap @ Wanderlust (Brussels), BB: n/a - (2019-1418) Thanks to Sebletitje, Rubin77 and ElManana+1 for sharing today’s beers!

Clear orange to little pinkish beer, practically no head. Aroma: very dirty, weird, rotting fruits, not pleasant. MF: ok carbon, medium to light body. Taste: floral, very soapy, unpleasant bitterness, not good. Aftertaste: tannins, chemical bitterness, not good at all.
",tderoeck
297,Marston's Resolution / Low C,1.3,"Burton-on-Trent, Staffordshire","330ml bottle from Morrison’s, Hatch End and drunk on 18/04/2006.  Fairly grim and lacking anything except a quite sweet, sugary, malty note that wasn’t very pleasant.  I think if I were on a diet, it might be kinder to myself to just skip beer altogether.",Beese
298,InAle 1.1 Cream Ale,1.9,"Inkofen, Bavaria","Draught at Liebesbier in 2018. Yellow fruit, estery notes giving way to solvent. Empty flavour. Boring and not well made.",ElDesmadre
299,Victory Sour Monkey,1.0,"Downingtown, Pennsylvania","It tastes like someone put Mountain Dew and a bunch of Warheads in a blender. This is a beer where the first few sips come off as drinkable, but the overpowering sweetness and tang become too much halfway through the bottle. I like a good sour. This isn't one of them. Sorry Victory, love your other stuff...",davegram
300,Rogue Just-A Pinch,1.5,"Newport, Oregon","Can: salty, weird, not enjoyable. Rogue has lost it's mojo. Should go back to basics.",ghawener
301,Hinano ,1.7,"Papeete, Tahiti, French Polynesia","Pils de base. Insipide, aucun goût, on peut se demander si ils mettent du houblon.... sûrement bonne sous un cocotier, mais à éviter sinon....",LagerReports14
302,Brewhouse & Kitchen (Milton Keynes) Legend,1.8,"Milton Keynes , Buckinghamshire","Draft: Poured a golden with white head. Aroma is grain and cardboard. Taste is grain, butterscotch, and cardboard. Not right",SHIG
303,Gold Label,1.0,"Preston, Lancashire","Little can from Tesco, Watford and drunk on 20/03/2006.  Wow, it’s 9% and tastes 90%.  Really not quite sure how anyone could develop a taste for this, but it’s not only stupidly strong, but it’s straight up terrible.  Any discernible flavour is hideous and tastes synthetically sweet.",Beese
304,Wiethaler Landradler Dunkel ,1.8,"Lauf-Neunhof, Bavaria","50cl bottle. A clear orange brown colour, mid sized good lasting off white head. Aroma of caramelized citrus lemonade. Taste of sweet lemonade, caramel, hints of sweet malty beer is detectable.",Beerhunter111
305,Ebensfelder Brauhaus Natur-Radler,1.7,"Ebensfeld, Bavaria","50cl bottle. A slightly hazy golden colour, mid sized good lasting white head. Aroma of sweet citrus lemonade, lemon. Taste of sweet citrus lemonade, some sugar, lime, no beer detectable.",Beerhunter111
306,Holsten Pils (UK),1.2,"Northampton, Northamptonshire","330ml bottle at (then) Three Valley’s Water’s club bar in Rickmansworth.  A pretty grim, pale lager that could hardly be called a ‘pils’.  Very bland.",Beese
307,Harboe Bear Beer Dark 5.3% 12°P,1.8,"Dargun, Mecklenburg-Vorpommern",Buy this can at BKK so much watery looks like amber lager more than dark lager having good malt taste but not so much hop.,medkung
308,Wily Fox Crafty Fox,1.4,"Wigan, Greater Manchester","cask conditioned at The Crown, Oxford. Amber with white head. Ascetic acid, sulpher to the fore from the off with a touch of drain cleaner. Very ropy indeed, drain-pour.",imdownthepub
309,Growers Grapefruit Pomelo,1.9,"Kelowna, British Columbia","Lively carbonation, with bit of a fizzy head. Tastes way too sweet and artificial. Hard to get any grapefruit taste, let alone bitterness that i was expecting.",Raistlin
310,Analog The Amazing Tales of Porter Fandango,0.6,"Edmonton, Alberta",This isn't beer. It's roast beef. It's like drinking pennies. I'd rather french kiss my dad than have another one of them.,BreweryMonger137
311,Fur Single Hop Cascade,1.5,"Fur, Denmark","Bottle from Kvickly Helsingör 
Non existent head. 
Piny hop aroma. 
Light acidic taste and slim body. 
À bad example of commersial beer.",TEJA
312,Beck's,1.1,"Bremen, Bremen","Hadn't had this in years, recalled it being a better mass production lager. Wrong. No aroma, no flavour other than a lingering  metallic taste.. nasty.",steveddy
313,Hamburg Two Two Mango,1.9,"Hamburg, New York","Bottle from 7-11. Dry biscuit, bit of mango, high carbo, fairly harsh. Poor all around.",Bullit
314,Marshall Rock 'N' Roll Craft Beer,1.3,"Milton Keynes, Buckinghamshire","No head an unclear dark golden body.
Sugar & sweet fruit aroma.
Medium to full bodied, sticky, cloying & generally hangs around the mouth.
Sweet syrup concentrated fruit, jam, saccharin & sugar tastes.
Drain pour",simontomlinson
315,Sudden Death Walk Like An Egyptian,1.8,"Timmendorfer Strand, Schleswig-Holstein","On tap at Kraftpaule, pours a filthy opaque yellow with a small white head. Aroma is characterized by lots of chalky yeast in typical incompetent hazy fashion, with moderate dank hops and stone fruit pith. Flavour is very filthy, with lots of chalky yeast, dank hops, earthy notes, and bready malt. So damn chalky and harsh. Exactly what I hate about this style.",mcberko
316,Falkenfelser Premium Winterbier,1.2,"Hamburg, Hamburg","# 1719; 1/2020. Candy. Deep gold. Very candy, sweet without bitterness. Very bad beer. 0,5 l bottle, market, Waidhaus (D).",kolemkoukolem
317,Rinkuškių Porteris,1.9,"Biržu raj., Lithuania","Это точно не портер! Причем ни как эль, ни как балтийский портер. По мне, так это просто темный лагер. Заявленная плотность сусла в 20%, совсем не чувствуется. По стилю совсем мимо.",DmitryD
318,Oakham JHB,1.2,"Peterborough, Cambridgeshire","A bitter pint of stuff served in a Christmas selection because they can't get rid of it any other way. Tasted like wax mixed with turpentine, with a bit of hops for good measure. Not the sort of thing you should let your Nan buy you for Christmas.",BubbleTapper50
319,Brew York Simon Le Mon,1.8,"York, North Yorkshire","Tap (Beer Herpes, Chester) (5:2:3:2:6=1.8)
Everything you need to know about this beer is shown in the pump clip. Namely that this has as much relation to beer as the the verbal reference to Simon le Bon in the name has to the visual reference to Nick Rhodes on the pump clip. I.e. bugger all. It's mostly lemonade, with obvious kettle souring. Bland aroma, offensive taste, harsh.",FatPhil
320,Steam Machine Odin's Jam Jar,1.6,"Newton Aycliffe, Durham","440ml can (Station Hotel, Shrewsbury) (3:3:3:2:5=1.6)
Dark. Berry juice aroma. Tartish palate. Off berry juice taste. Garbage juice.",FatPhil
321,Hemisphere Bohemian Pilsner,1.9,"Rockwall, Texas",Tap at the brewery. Slightly hazy light golden color. White head. Light malty aroma. Bread. Yeasty flavor. Bread and trub. A bit phenolic with a touch of party balloon rubber.,Cavie
322,Old Tomorrow Everything's Peachy Cream Ale,1.4,", Ontario","473 ml can from the LCBO. Pours a lightly cloudy pale golden colour with small white head.  Aroma is candyish peach that dominates most anything else - this smells like some sort of cooler.  Flavour is sweet, artificial peach with some graininess.  This sucks.",Spab
323,Shiner Spezial Leicht,1.2,"Shiner, Texas",It’s like urine. The color is almost the same as urine. Will definitely not try again.,beer3000
324,Natty Daddy (6%),1.2,"St. Louis, Missouri","I’m sure I did  something horrible in a previous life to have mistakenly cracked this beer. I’ve never sink poured a beer and Im not gonna start now so I’ll just have to muscle through this one . It’s no Cantillion, but it beats prison toilet wine any day...um according to a friend . Side note , how does one naturally ferment an 8% or higher beer and sell 25 oz cans for 99.¢ at retail and manage to turn a profit? Asking for a freind",LocalMaestro41
325,Ganter Freiburger Natur-Radler,1.6,"Freiburg im Breisgau, Baden-Württemberg","Pours a cloudy golden color. Aroma artificial lemon, light light hops. Taste is the same, sweet, some honey.",Mariusz
326,Manifest Apricot Mango Gose,1.0,"Eugene, Oregon","Sampled this one at Pegasus Pizza on campus, and you already know I went with the other one.",bpreo
327,Keystone Light,1.4,"Golden, Colorado",Pours clear with little head. Aroma of malt. Taste has....nothing. Palate has nothing. Cheapest beer I’ve ever had. Alcoholic water,pdog555
328,Churchill Plainsmen Pilsener,1.0,"Saskatoon, Saskatchewan","This beer has a very blah taste, also has a strong malt taste to it.    Won't be buying this beer again. Had to drink it with clam to kill to kill the bitter taste.",LovibondReports66
329,Badger The Blandford Fly,0.7,"Blandford Forum, Dorset","I have been a fan of Badger for many years but I have to wonder how this made it to the market. 

Aroma is reminiscent of Spam not the most welcome sent in a beer. 

The taste once you get over the spam smell is of sugar and it is far too sweet to be drinkable. 

My recommendation is to avoid unless you want a sweet processed meat taste.",FrothyLees46
330,Point Hoptastic,1.5,"Stevens Point, Wisconsin","Hoptastic? More like craptastic. I certainly didn’t expect it to taste like Blatz, but was surprised & saddened it tasted like toilet bowl water.

Think about it. But don’t ask me how I know what toilet bowl water tastes like.

Caveat emptor.",vomit
331,Ludwigs Seitensprung,1.3,"Ludwigslust, Mecklenburg-Vorpommern","First beer of 2020. Another infected beer from this brewery. Murky copper body with a mid sized, persistent ivory head. Aroma is tarty, vineous, oxidized. Taste is sour, mild caramel notes. Long sour finish. Medium body, average/fizzy carbonation, oily texture",rauchbierlover
332,Ora Limoncello IPA,1.2,"Tottenham, Greater London","330ml bottle sample.  Oh man, they weren’t joking about the sour, but this is just another level of tart and soapiness.  It kind of tastes like drinking juice right after you’ve brushed your teeth.  Super grim, I’m afraid to say.",Beese
333,Miller Genuine Draft (MGD),1.9,"Milwaukee                       , Wisconsin","Straight from the clear bottle. Clear gold, tastes corny. Fizzy, light-bodied with corny finish. Happy new year ratebeer!",kerenmk
334,La Sierrvoise Blanche,1.9,"Sierre, Switzerland","Pale and hazy with a thin head.
Strong yeast smell with citric peels notes. A little floral in taste, but in general watery.  Low carbonation.",ophone
335,Köstritzer Kirsche,1.6,"Bad Köstritz, Thuringia","0,5l Flasche. Dunkelbraunes Bier. Malzbierduft, künstliche Kirsche. Sehr süsser Geschmack. Malzbonbon, Holunderbeere, Kirsche. Das Zeug hat nur ca. 0,2% Kirschanteil, das ist gerade mal 1 ml! Was soll das?!!?",DrNosha
336,Big Ditch Sweeter Dreams,1.9,"Buffalo, New York","Tap @ Big Ditch. Malty, very sweet, sugary, candy, not much more. Mediocre.",Bullit
337,Duff's Microbrew,1.0,"Honeoye Falls, New York","Tao @ Duff's Famous Wings @ Sheridan Drive. Wet carton, corn, caramel. Not great.",Bullit
338,Budweiser,0.5,"St. Louis, Missouri","$3.50 bottle at an Inn in mid 2019. ""King of beers""? No, it is simply corporate megaswill so it gets 0.5.

Honestly it is not too different from Aussie megaswill which you only drink when desperate.",craftyrocker
339,Commonwealth Greenstone,1.9,"Virginia Beach, Virginia","473ml can. hazed pour with a white soapy head. Aroma is similar to hefeweizen but boozy, banana, clove, gogurt. flavor is sweet, gogurty, no bitterness, this is trash for an ipa.",crossovert
340,Mora Guld-Pilsner,1.8,"Mora, Sweden","30-12-2019; bottle; at the Swedish house (bought somewhere in Sweden).
The looks of the beer are simple. Just a golden yellow crystal clear Lager with a frothy white head with average foam retention. 
The aroma of the beer is just as simple. Nice, but simple. Bready malts, herbal hops. Not much more. But, quite clean and fresh. Nice.
The taste of the beer is the same. Pure malt sweetness, bitter hops. Quite a nice balanced beer. 
Palate is simple too. Light body, thin texture and high carbonation. The finish of the beer is short and has some hop bitters. All in all, quite a nice beer. Simple and straight forward, but good.",Gangstergafje
341,Liberty British Bastard English Pale Ale,1.0,"High Point, North Carolina","It's a bastard for sure. Pouring a hazy orange gold color with a white head. Aroma of funk, bad water and orange baby aspirin.  Tastes completely under cooked and just bad. Nasty and undrinkable.",HourGlass13
342,Royal Club 7.0,1.9,"Zoeterwoude, Netherlands","Bleach white foam and light yellow heavily carbonated body, smells like dryer lint with a vague hint of hay. Flavour is inoffensive sugar and the mouthfeel is smooth. For the ""let's get wasted"" Euro lager crowd this isn't half bad - it won't be completely disgusting as you chug it, which is about the only metric you can use for these strong lagers.",DeanF
343,Bison Strong,1.7,"Bocholt, Belgium","Can found in Guadeloupe. Pours heavily carbonated yellow and the head is gone way too quick. Smells of burlap, soya sauce, and white wine. Flavour is soft grain and that's it. Lingering adjuncts on the mouth but they are pretty mellow compared to what I expected. This could have been alot worse, it will go down easy enough if you're into this kind of alcohol delivery system.",DeanF
344,Warehouse Papa Citra,1.2,"Hanover, Pennsylvania","Draft at the brewpub.  Dank appearance but drinks with a weird peppery twist atop a moist, mushy ale.  Little off balance and not citrusy at all. 
 (#7655, 12/2019)",Braudog
345,Becker's 8.0 Super Strong,1.1,"Homburg, Saarland",Dose 50cl. Die Hommage der Karlsberg-Brauerei an den geneigten Wirkungstrinker. Aufgespritet mit Glucosesirup petzt das „Bier“ jedoch nur 7%alc. also Etikettenschwindel?,darkseduction
346,Königsbräu Radler Naturtrüb,1.7,"Heidenheim, Baden-Württemberg","50cl bottle. A hazy yellow golden colour, white head. Aroma of fresh citric lemonade. Taste of citrus lemonade, sugar, no beer, refreshing.",Beerhunter111
347,Vilstaler Original Pils,1.9,"Frontenhausen, Bavaria","# 1711; 12/2019. Malty aroma. Gold body. Sweet, grainy, citrus, candy. Finish is very candy. Very poor german pilsner. 0,5 l bottle, shop, Schönsee (D).",kolemkoukolem
348,Schrüfer Dunkles,1.0,"Priesendorf, Bavaria","Z butelki poszło jakąś stęchlizną piwniczną, uff. Piana jasno brązowa, wybiła średnia, złożona z drobnych i średnich pęcherzy, powoli się redukowała, lekko szyła. zredukowała się do odrobiny na powierzchni. Kolor ciemnego brązu, trunek przejrzysty. Aromat no znów idzie lekko oborą, piwnicą, są też słód, pieczarki, karmel, ale to tak mocno na obrzeżach. Smak lekko skwaśniały, gdzieś w tle jest słód, do tego może odrobina chmielu. Nie raczej to wszystko mocno słabe, nie da się pić niestety.",Badylatko
349,Liberty British Bastard English Pale Ale,1.7,"High Point, North Carolina","Something is miss with this beer, sampled off the tap in the High Point Liberty location. Mild aroma of orange peel, gym sweat, and mint. Tastes a lit like undercooked malt. Virtual no hop presence aside from undefined hints of mint. No reall English malt character. Sloppy.  Needs a lot of work.",freekyp
350,Icehouse Edge,1.1,"Milwaukee                       , Wisconsin","Rating this after sampling perhaps the worst thing I ever tasted, so I'll probably be generous here. This has to be a Food Lion can. Giant one too. Clear gold, lots of bubbles up the side, soft white head. Nose of corn, metal, light trash water. Flavor is sweet grasses, artificial sweetener, bread crust, plastic. This is bad... shocker.",hershiser2
351,The Infinite Monkey Dry Hopped Perry,0.5,"Denver, Colorado","Can thanks to Drake. I've been advised I might not survive this one. Pours off-clear, few bubbles, no head. Looks like slightly dirty water. The smell is bad... copper pipe, plumbing issues, light pear. Aww. That flavor is awful. Old copper pipe water, very metallic, light soap, light pear. This is undrinkable. I concur: these people should be ashamed of themselves.",hershiser2
352,Flying Dog The Fear Imperial Pumpkin Ale,1.6,"Frederick, Maryland",Really tough to even sample this due to the mega attack of awful spices. Nutmeg and cinnamon to name just a few. Unbearable. Cough syrup.,mike_77
353,Perlenbacher Schwarzbier / Black Beer,1.9,"Neckarsulm, Baden-Württemberg","# 712; 4/2017. Prázdný, sladký tmavý pivo s nevýraznou šveštkovou vůní. Nic, co by si člověk rád koupil znova.",kolemkoukolem
354,Argus Strong Beer,1.6,"Neckarsulm, Baden-Württemberg","# 711 et # 868; 4/2017 et 9/2017. Velmi sladký, silný ležák. Sladový, kořenitý, mírně maltózový. Na hraně pitelnosti.",kolemkoukolem
355,Sapporo Premium Beer / Draft Beer ,0.6,"Tokyo                      , Japan","Japaneese people migh be proud of many things, unfortunately the beer is not one of those things, that's for sure!! The worse could be only a rainwater from a rooftop. Avoid it at all costs. They don't bother calling it ""masterpiece"".
Generic aroma and watery taste, light color, fuzzy like a summer lemonade. Sad thing is that many  countries brew like this (now I am not talking about craft beer scene): Spain - Estrella, Greece etc. Did you try pilsner or some ale or any Belgian beer? Watch and learn boys.....",dusshan
356,Schulten Bräu Biermix mit Hanfextrakt,1.1," , North Rhine-Westphalia",25-12-19 // can from local Aldi. Shared. Herbal radler. Strange. Did just finish my third from the can.,rhoihessegold
357,Schneider Weisse Tap 3 Mein Alkoholfrei,1.8,"Kelheim, Bavaria","Flasche. Trübes Orange mit viel Schaum. Moderat Malzig, Weizen, Karamell.
Geschmack: leichte Süße, etwas Orange, Karamell.
Dünn und Wässrig.",Sven1973
358,Perlenbacher Alkoholfrei 0.0%,1.8,"Neckarsulm, Baden-Württemberg","Klarowne i słomkowe. 
Piana spora, średnio oczkowa. Biała. Opada szybko. 
Aromat praktycznie nie istnieje. Coś jakby cytryna z metalem. 
W smaku brzeczka i ciut goryczki. 
Tylko latem i tylko wobec braku alternatywy.
",CiderTicks22
359,Scherdel Free,0.9,"Hof, Bavaria","# 700; 4/2017. Odporně medově sladký pivo, silně maltózový sirup, bez hořkosti. Na hranici pitelnosti.",kolemkoukolem
360,Alltech Kentucky Vanilla Barrel Cream Ale,1.8,"Lexington, Kentucky","Bottle. Lightly hazy, light amber body. Frothy white head. String aroma of artificial vanilla, cotton candy, light wood, toasted grain, cheap scented candle. Sweet from start to finish. Medium body, syrupy texture, lively carbonation. Can’t see drinking more than 6 ounces of this overly sweet, artificial tasting beer. Drain pour.",jcr
361,Budweiser,1.4,"St. Louis, Missouri","Oko: bardzo jasne (2 EBC najwyżej). Piana obfita, ale nie utrzymuje się zbyt długo.        
Nos: słód, lekka siarka.         
Usta: jak w tym dowcipie: seks w kajaku. Słodycz i Pustka. Po prostu woda z maltozą.",ocato
362,Molson Ultra,1.1,"Montréal, Quebec","Bottle at the Inlaws. Yup, it's Molson beer. Tastes like export. That macro beer flavour, I can't even find what resembles malts or hops in here. Like other Molson products it has its own Molson taste.... It's just Molson beer. Low carb? Yeah sure, low alcohol? Fantastic. This is craptastic stuff.",robinvboyer
363,Oettinger Super Forte 8.9%,1.8,"Oettingen, Bavaria","Pours dark yellow with a linguring thin white head.  This one is highly carbonated and has a rich and oily mouth feel.  The taste is quite sweet with minimal hop bitterness and high levels of alcohol noticeable.  However, it doesn't have that burn on the aftertaste that you would expect for an abv of close to 9%.  This is not the type of beer that I go for but it was good to try a strong lager (or malt liquor) to compare it to standard everyday lagers.",LED40
364,Willianbräu Lager Beer,1.8,"Bocholt, Belgium","50cl can. A clear yellow golden beer with a white head. Aroma of mild sweet grainy pale malt. Taste of dry grainy malt, straw, cereals, low bitterness, boring.",Beerhunter111
365,Boltens Alt Bier Misch Johannisbeere,1.4,"Korschenbroich, North Rhine-Westphalia","33cl swing top bottle. A clear purple reddish colour. Aroma of strong grainy malt, red sweet berries. Taste of sweet red berries, sugar, no beer.",Beerhunter111
366,Boltens Alt Bier Misch Zitrone,1.2,"Korschenbroich, North Rhine-Westphalia","33cl swing top bottle. A clear amber colour, white head. Aroma of artificial citrus lemonade. Taste of sweet citrus lemonade, sugar, no beer, meh....",Beerhunter111
367,Boltens Alt Bier Misch Johannisbeere,1.6,"Korschenbroich, North Rhine-Westphalia","Fruchtiger, künstlich beeriger Beginn. Viel Süßstoff, minimal herb, künstlich, künstlich. Künstlich. 9/5/5/5/9/5",Koelschtrinker
368,Boltens Alt Bier Misch Zitrone,1.7,"Korschenbroich, North Rhine-Westphalia","Zitroniger, wenig getreidig-herber Beginn. Steigende Süße, süffig, künstlich. Nö. 9/7/5/5/9/5",Koelschtrinker
369,Willianbräu Lager Beer,1.9,"Bocholt, Belgium","Wässriger Beginn mit...minimaler Herbe. Geringfügig getreidig, wässrig bleibend, kurzer Abgang. Trinkbar, nur unfassbar langweilig. 9/7/6/6/4/6",Koelschtrinker
370,Big Rock Traditional Ale,1.5,"Calgary, Alberta","Pours light brown with small beige head. Smells and tastes quite sweet. Taste and smell of caramel. Light body, too light for brown ale. Not much heaviness to it, just sweetness.",Raistlin
371,Sufferfest Repeat,1.8,"San Francisco, California","355ml can. golden pour, think griany aroma, flavor is thin and grainy and rather forgettable.",crossovert
372,Tin Whiskers Nut Goodie Porter,1.5,"St. Paul, Minnesota","Peanut butter stout that is more bitter than sweet. Meh - definitely NOT representative of a Nut Goodie. 

4 pack of cans. Last one I had was contaminated- actually the sourness mellowed our the sweet and although not a good peanut butter stout it made for decent drinking. Pour rating due to the price paid for 25% spoiled beer and not meeting the marketing/name promise.",wilnatp
373,Labatt Blue,1.6,"London, Ontario","Gezapft beim Eishockey (Prudential Center, Newark). Klares helles gelb, schmaler Streifen Schaum. 
Geschmack wie Aroma: Moderat Süß, Malz, Getreide, etwas Zitrus.
",Sven1973
374,Jurajskie Mocne,1.8,"Zawiercie, Poland","Piwo jasne zamglone o drobnopęcherzykowej pianie która pozostawia lekki lacing. W aromacie dms, miód, lekka slodowosc. W smaku utlenione, brak goryczki.",browarpapi
375,Valaisanne Zwickelbier (bière de cave),1.6,"Sion, Switzerland",Non filtrée comme tu le sais. Donc houblon trouble. Pas dans mes préférée et un peu déçu par rapport aux autres belles bières de la brasserie.,bart1664
376,Höss Holzar-Bier,1.5,"Sonthofen, Bavaria",Malty aroma of the cellar. Malty taste of burnt malt. Light bitterness that fills the upper part of the mouth to a weak moment. Not so good beer. Follow me @ Kung av öl @ Facebook for more pictures and ratings.,Cool_Bond
377,Höss Adlerkönig Urtyp Hell,0.8,"Sonthofen, Bavaria",Malty aroma and taste of alcohol. Light bitterness that fills the upper part of the mouth for a moment. Non-drinkable beer. Follow me @ Kung av öl @ Facebook for more pictures and ratings.,Cool_Bond
378,4th Tap Co-Op Gingerbread House Party,0.9,"Austin, Texas","Brown brew with no head and the aroma of ginger soda.  A bit flat and a definite ginger bite to it followed by once again a soda flavor and feel to it.  Not very enjoyable or good but just short of being a drain poor.  Guess I will try and down the other 5 of them and after that, never again.
",dlihcsnatas
379,Warsteiner Premium Fresh,0.9," Warstein , North Rhine-Westphalia","Bottle. Clear deep golden liquid with small to medium white head. Aroma of pennies, vegetables, meat soup and cooked corn from a can. Lots of dms and autolysis. Taste is the same, just dreadful. Lots of cardboard and earth too. Light bodied with low to medium carbonation. Watery. Plain awful!",VsXsV
380,Salitos Cerveza Especial,1.4,"Paderborn, North Rhine-Westphalia","A german, crystal clear Pale Lager with white head. Aroma is malt, yeast, light raisins. Taste is sweet an light bitter.",erling1000
381,Schäffler Bräu Hausbier,1.9,"Missen, Bavaria","Trockener, erstaunlich schlaffer Beginn. Milde Herbe, geringe Würzigkeit, kurzer, minimal malziger Abgang. Nja... 9/6/7/5/7/5",Koelschtrinker
382,Santa Clausthaler,0.8,"Frankfurt, Hesse",Dark brown with offwhite head. Aroma of fermented hay and tastes a bit the same. Alcoholfree beer can be fine but this one is horrible. One of the worst beers Ive ever had.,rane
383,The Bruery Black Tuesday - Grand Reserve,1.6,"Placentia, California","375ml bottle because GenDV138 is a jerk.  Pours a very oily translucent brown.  No head.  Boozy nose, Kahlua, coffee or chocolate vodka, maybe both!  This is just kinda gross, caramel, some Charleston chew, but all booze, vodka and Kahlua mostly.  Hot finish.  No thanks.  Who drinks this willingly?",nimbleprop
384,Harboe Bear Beer Stout,0.9,"Dargun, Mecklenburg-Vorpommern","# 659; 2/2017. Totálně odporný, velmi sladký, silně lékořicový, limonádový. Připomíná spíše kofolu se spoustou nedobrýho tuzemáku než pivo.",kolemkoukolem
385,Skagen Frederikshavn 200 År,1.8,"Skagen, Denmark","Bottle 50 cl. Pours a hazy, orangey brown with a creamy, lacing yellowish head. Greasy, sweaty feet nose. Medium body, some burned caramel, unclean smokiness and a tart edge hinting at an infection.Dry finish. Unpleasant. 271219",CloakedDagger
386,Yates Isle of Wight Premium Lager,1.8,"Sandown, Isle Of Wight","330ml bottle (Co-op, Ryde) (5:2:3:2:6=1.8)
Pleasant malty aroma, some herbal hopping. Messy sweet taste, oxidisedapple juice, rotten and evgetal and stale. Messy lager, poor.",FatPhil
387,Kül Light,1.9,"La Crosse, Wisconsin","So thankful for this surprise.Thanks to Drake for this can. Pours very clear pale gold, lighter than the color of the water coming out of old copper pipes that has been sitting for awhile; tiny white head. Grainy, grassy, lightly metallic aroma... faint. Flavor is grain, metallic water, corn, envelope glue. Very thin... a step above water, but I'm going to finish this.",hershiser2
388,Hofmark Original Hell,1.5,"Cham-Loifling, Bavaria",# 1697; 12/2019. Malty and spicy in aroma. Light gold in color. Very strange flavor. Candy sweet. It going to go to toilet...,kolemkoukolem
389,Argus Special 14°,1.2,"Neckarsulm, Baden-Württemberg","# 1696; 12/2019. Malt and candies in aroma. Grey-gold color. Total strange, strange sweet flavor, very caramely, sugary. This beer go to toilet...",kolemkoukolem
390,Harboe Påske Bryg,1.8,"Skælskør, Denmark","33 cl can @ home. Pours clear golden with a white head. Aroma and flavour are caramel, malt, and dried fruit - with a slightly dry finish.",Yorker
391,Lucky Saint Unfiltered Lager,1.9,"Kensington, Greater London","Bottle from Sainsburys, Team Valley, Gateshead. Hazy golden coloured with a thin  white head. It has a slight soapy toffee flavour with gentle grassy notes on the thin watery finish. Ok for the ABV.",zacgillbanks
