,Beer Names,Rating,Locations,Reviews,Users
386,The Ale Apothecary La Tache,3.7,"Bend, Oregon","On tap. Pours a deep orange mahogany with little head. Aromas of forest berries, forest floor and dull wheaty malts. Flavors of sharp forest berries, spruce, lemons and sharp wheaty malts",Gerbeer
387,The Ale Apothecary Sahati,3.4,"Bend, Oregon","Taster on Weathered. 
Appearance: hazy deep golden with no head.
Aroma: moderately sweet grapes, some wild character, some barrels and honey.
Taste: along the same lines, pretty acidic, though.
Overall: a bit too acidic for me, but it has a nice character.",beerplace
388,Three Floyds Zombie Dust,3.9,"Munster, Indiana","12 oz can to tulip. Aroma of orange, fig, pineapple, light caramel malt. Taste of same with lemon-lime-grapefruit citrus. Sadly disappointed from the hype.",euniceradio
389,Founders Barrel Aged CBS (Canadian Breakfast Stout),4.0,"Grand Rapids, Michigan","Deep black, thick pour. Tan foam crown. Smoky, sweet nose. Emergence of big bourbon notes. Molasses, maple syrup, anise, pepper, dark roast coffee come to mind. First sip is cloying sweetness, followed by undisguised alcohol burn and then culminating in a potent bourbon finish. Some coffee grinds and maple flavors. At over 11% this beer retains a lot of nice flavor and locks in a tasty balance of sweetness and booziness. Unfortunately the alcohol content is not well concealed. Nonetheless, this one is well worth picking up if you see it out in the wild.",UriahHeep
390,Pipeworks Ninja Vs Unicorn Double IPA,3.5,"Chicago, Illinois","Can pour, cloudygold color. Sweet pine sap aroma. Flavors of dank pineapple, sap and caramel. Solid malt notes like whole grain bread underpin the hops.",lavaaaron
391,Sierra Nevada / Bitburger Oktoberfest (2019),3.1,"Chico, California","Night light brown/orange appearance.  Aroma is caramel, malt.. a hint of traditional pils smell.  Taste is malty, heavy on the hay/grass.. probably the heaviest I've ever tasted in a beer.  It's good, not great.",Bricks
392,Founders Barrel Aged CBS (Canadian Breakfast Stout),4.2,"Grand Rapids, Michigan","Had on draught at UNOs.  Rich dark pour.  Smells of chocolate, vanilla, bourbon, coffee.  Taste is robust - maple chocolate bourbon. A delight.",odinstyr
393,Dogfish Head World Wide Stout 2001/2003-Present (18%),3.8,"Milton, Delaware","12oz bottle (4/11/18 if I'm reading it correctly) - I've had this before at Dark Lord Day thanks to AndyReynolds but failed to rate it, until now. Nose is plums or black licorice. Sip adds doublebock elements: sweet, strong and more sweet.  boozy.  Roast finish.  ABV dangerously well hidden",Chudwick
394,Firestone Walker 22 (XXII Twenty-Two Anniversary Ale),3.8,"Paso Robles, California","Pours dark cola into a snifter. Mocha head with little retention recedes to hug rim. Sweet molasses and bourbon aromas. Soft with fig and date upfront turning to molasses and treacle before the dry, lasting juniper, bourbon and rum barrel finish.",GDTRFB
395,Brew York Imperial Tonkoko Stout,3.0,"York, North Yorkshire","Black and oily with no head. Aroma and flavour have a mix of coconut , tonka and chocolate.  Not my bag.",mike_77
396,New Belgium Le Terroir,3.9,"Fort Collins, Colorado","Beautiful vibrant orange-gold pour, white head. Great aroma of apricot, peach, cherry, leather. Quite acidic and tart, with orange and funk.",williamstome
397,Mount St. Bernard Abbey Tynt Meadow English Trappist Ale,3.6,"Coalville, Leicestershire","Brun tåkete med beige skum. Lukter karamell, melkesjokolade og vanilje. Middels fylde. Søt, maltig lett bitter smak. Brent karamell, kandissukker og noe gjær.",Vighals
398,Goose Island Bourbon County Barleywine - Coffee,4.0,"Chicago, Illinois","Bottle shared by a friend. Brown pour with a medium tan head. Aroma of bourbon, coffee and caramel. Malty and caramelly flavor with coffee accents before a bourbon finish.",JaBier
399,Oskar Blues Ten FIDY - Bourbon Barrel Aged,3.8,"Longmont, Colorado","Draught @ Beer Run (1/14/20). Inky black with very small frothy dark beige head, woodsy mocha-rum aroma, medium carbonation, medium bitter woodsy dark chocolate-whisky taste with alcohol undertones, smooth body, long finish with alcohol aftertaste. Very potent and tasty.",trapped
400,De Dolle Oerbier Special Reserva,4.2,"Diksmuide, Belgium","330 ml bottle, 2015 vintage, bottled Sep 2017.
Dark copper-brown body, with a small, creamy, beige head.
Aroma of red wine, leather, overripe dark fruits, balsamico, dark berries, dried fruits, some sutble smooth toffee. Tastes quite similar, with more dry wood, a bit more vinegar.
Medium, a bit oily mouthfeel, with an average carbonation. Finishes warm, a bit astringent, quite dry, wooden, vinous, leathery, with complex fruit notes of grape skin, dark berry skin, green apple skin, some brown sugar, slight balsamico.

Very tasty! Drinks like a red wine, really elegant and complex, with diverse fruit notes and leathery wine barrel notes. The finish is really amazing, there is so much going on even minutes after the last sip. Beautiful Belgian classic, worth its reputation. Score: 8 / 4 / 8 / 5 / 17",Saeglopur
401,The Bruery Or Xata (2015-),3.5,"Placentia, California",Can. Amber beer with a cream head. Caramel and light spice aroma with light nuttiness. Caramel and spice flavor with lactose and honey. Medium bodied. Honey and cinnamon linger with caramel and lactose.,bb
402,Cigar City Humidor Series India Pale Ale,3.5,"Tampa, Florida","Draught @ Albion. Clear dark amber-copper with largish foamy beige head, faint caramel aroma, adequate carbonation, bitter resinous caramel taste with faint woodsy flavor, thin body, long medium bitter finish. Very solid brew.",trapped
403,Lagunitas A Little Sumpin' Sumpin' Ale ,3.6,"Petaluma, California","bouteille 33 cl couleur ambrée claire, mousse blanche, gout sur le caramel, les fruits de la passion, assez douce et plus que correcte pour une industrielle",Alex60
404,Great Divide Titan IPA,3.6,"Denver, Colorado","Canned 0,355L. Dark orange color, hazy aspect, sediments, medium white head of long resistance. Intence fruity and hoppy aroma, notes of pale malt, citrus, alcohol, moisted hop. Long sweet/bitter palate, intence hoppy and fraught alcoholic impression.",Dorqui
405,De Dolle Stille Nacht Special Reserva 2005,4.1,"Diksmuide, Belgium","Bottle shared by thebaldwizard. Clear gold pour with a medium white head. Aroma of malt, grape, white wine and booze. Sweet malt and grape flavor with caramel accents before a dry, boozy finish.",JaBier
406,Ettaler Curator Doppelbock,3.2,"Ettal, Bavaria","""Ettaler Curator"", 7 %, Fläschchen von der Grünen Woche, Berlin. - Tiefdunkles Kupfergoldbraun, klar. - In der Nase vornehmes, tiefes dunkles Malz mit zurückhaltenden Noten von Kakao, Rosinen, Karamel und Weinbrand, sehr rund. - Antrunk reich und schwer dunkelmalzig mit feiner Röstigkeit, Mokka, Melanoidinen, gebranntem Zucker, dunkler Frucht. Zarte ranzige Note, die sich mit der Zeit verliert. Milder rezent, vollmundig aber nicht so schwer wie viele; perfekt kaschierter Alkohol. Im Abgang milde herbale Herbe. - Runder, tief malziger, dennoch fast leicht wirkender Doppelbock. Schön. (25.1.2020.)",Moravius
407,Ayinger Jahrhundert Bier,3.6,"Aying, Bavaria","Bottle at home, 25/01/20.
Clear golden with a white cap.
Nose is bready malts, grass, cereals, vanilla, toasted grains.
Taste comprises pale and bready malts, fruit esters, sultanas, corn, faint green berry notes, light sugars.
Medium bodied, fine carbonation, semi drying close.
Solid lager bier.",Theydon_Bois
408,Schneider Weisse Tap 1 Meine Blonde Weisse,4.0,"Kelheim, Bavaria","Bottle. Aroma- classic, clear bananas with clove, in perfect proportion. In the background, pleasant yeast, raw cake Pale, cloudy, with a low head. Taste- just like a proper Weizen should be. Banana, clove, creamy structure and delicate sourness in the aftertaste. Medium-low bodied, with a medium-low carbonation. Awesome Weizen, with thicker head I would call it perfect. I'm satisfied, especially it wasn't super fresh.",kluczbork
409,Weihenstephaner Korbinian,4.1,"Freising, Bavaria","Bouteille 50cl
Mousse : Mousse beige, fine, couvrante et adhérente
Couleur : Marron caramel brillante et reflets / transparence acajou 
Nez : Malt céréale torréfiée, fruits sec légèrement liquoreux, caramel, pruneau
Bouche : Malt torréfié / pain, fruits noirs, pruneau, date, caramel.  Seconde bouche saveur malt caramélisé, touche boisée, douceur et amertume. Finition en longueur sur les fruits noirs et saveur torréfiée.
Avis : Saveur puissante, brune Allemande de référence à tester sans attendre tant en dégustation qu’au repas ou apéritif.
",m_kennedy
410,Prairie Brett C.,3.5,"Tulsa, Oklahoma",Creamy white good mostly lasting head. Orange colour. Moderate bitter flavor. Average moderate bitter finish. Oily palate.,HenrikSoegaard
411,Mount St. Bernard Abbey Tynt Meadow English Trappist Ale,3.9,"Coalville, Leicestershire","Copenhagen 25/1 2020. 33 cl bottle from Den Belgiske Ølbutik, Jyllingevej, Vanløse. Extremely simple label stating the name of the beer in black letters. Uneven bottom of the label made to look like the silhouette of a horisont with a building (the Abbey I presume). 

Pours murky dark chestnut with a medium-sized offwhite head. Stable. Settles as 1 cm thick layer of foam covering the surface of the beer. Clinging to the sides of the glass. Moderate lacing.

Aroma is dark, sweet and a little herbal. Brown sugar, caramel and toffee. Dark fruit like plum and cherries soaked in alcohol. Light notes of star anise and licorice. 

Light carbonation. Medium thick, fat, oily, lightly tingling texture. 

Flavor has a strong sweetness. Followed byba medium strong herbal bitterness. Aftertaste is bitter with a sweet undercurrent. Lingers for quite a while.

Nice and strong ale. Well balanced and pleasant. Good one.",DraftDodger
412,Magic Rock Human Cannonball,4.3,"Huddersfield, West Yorkshire",Fat pp Chapter. Mjuk o fin i doften med honung o en lite vass spritdoft som stör lite. Smaken maltig med honungstoner o lite kattig o torkad frukt. Bra efterbeska samt eftersmaken är grym.,dojken
413,Buxton / Omnipollo Original Chocolate Ice Cream Brown Ale,4.0,"Buxton, Derbyshire","Tap at 100 piv. Med to med-full body. Med-high carbonation, with a soft edge though. A bit of roastiness to supporf the sweet side of maltiness, it is all malt-centered. Hops in background, clean in terms of yeast. Lots of cocoa, chocolate. Rich, intense, at least relatively considering the rather low alcohol. Very good.",Gurthnar
414,Fuller's Vintage Ale 2019,3.3,"Chiswick, Greater London","Bottle. Amber brown clear. Pretty strong herbal greeness, nutty malts,  dry caramel. Full bodied, more of the hoppy herbal greens, strong bitters, malty and clean. Rough right now, the hops are really sticking out, as plant matter like flavours. Im sure it will mellow out tho, looking forward to trying it some years from now.",jookos
415,Cigar City Marshal Zhukov's Imperial Stout,4.1,"Tampa, Florida","On draft, six months of age on this release. Jet black with a tan head. Full body with syrupy mouthfeel. Roasted malt and molasses flavor. Nice bitterness, which I mainly get from the roasted malt and a bit from the hops on the finish. Rich. Nice beer.",ttutony
416,Ayinger Bräuweisse,4.1,"Aying, Bavaria","Absolute cracker. Highly drinkable. Not as thick and gloopy as a lot of Weisse but so easily drink. All the usual clove , banana,  bubble gum and spiced pear in here but gentle . Still lovely aroma and creamy mouth . Nice murky cloudy Weisse with nice head . From beerhawk advent. Still catching up !",shoestring
417,Trappist Achel 8 Blond,3.0,"Hamont-Achel, Belgium","Fruity smell. Smooth, full taste. Quite hoppy. Some fruitiness, but the bitterness is dominating. Not my favourite strong blond.",paulvb
418,Verdant Headband,3.5,"Falmouth, Cornwall","Draught at Pressure Drop's Help a Mate, murky yellow-brown with a thin head and a big hoppy tropical fruit nose. Interesting mix of earthy bitterness and fruity sweetness.",BeerViking
419,Cigar City Cubano-Style Espresso Brown Ale,3.7,"Tampa, Florida","Sample from can at Logitech Bierproeverij 4. Color: Murky brown, beige head. Aroma: Espresso, coffee bean. Taste: Dry, Espresso, vanilla and cocoa notes. Milky, smooth mouthfeel, over medium body and below average carbonation. Better aroma than taste. Ok.",EvNa
420,Crouch Vale Brewers Gold,3.3,"South Woodham Ferrers, Essex","Cask from The Fleece in Boxford. Pale golden colour, straw and malt aroma. Nice pale ale.",Letshaveatry
421,Ayinger Maibock,3.1,"Aying, Bavaria","Bottled 500ml. -from Goblet Zagreb. Unclear orange/golden coloured, medium sized white head, caramel and grain in the nose. Sweet malty, caramel, grainy, notes of grass and alcohol with dry sweet finish.",ogivlado
422,Magic Rock Hat-Trick,3.3,"Huddersfield, West Yorkshire","From cask at Port Street Beer House, Manchester, with Finn and Rune 25.01.20. Clear golden. White head. Crisp aroma and taste of biscuits, raw malt and some hops.",Holmen2
423,Magic Rock Hat-Trick,3.2,"Huddersfield, West Yorkshire",Delt med Holmen2. Rune. Gyldenbrun. Filmskum. Klar. Maltaroma. Smaken kjeks. Tørr avslutning. God bitter!,Finn
424,Verdant Mary Lou,4.0,"Falmouth, Cornwall","On tap at Pressure Drop, cloudy yellow amber with a lasting fine head and fresh juicy hoppy fruity aromas. Rich and dry-sweet, creamy and hoppy, more fruity plus a spicy undertone. Delicious.",BeerViking
425,Evil Twin Imperial Biscotti Break Bourbon Maple Syrup Barrel Aged,4.5,"Queens, New York","Bottle. Pours opaque black with a thin brown head. Aroma of bourbon, maple, oak, chocolate and vanilla. Flavor was rich, sweet and full bodied with dark chocolate, maple syrup, soft bourbon, vanilla, coffee and molasses.  Fantastic imp stout.",Beerdedone
426,Maine Beer Lunch,4.1,"Freeport, Maine","Bottle. Pours a hazed golden color with a short white head. Aroma of pine, citrus, bread and floral. Flavor was very balanced and crisp with caramel, citrus, grapefruit rind, pine hops and earthiness.  Awesome hazy ipa.",Beerdedone
427,Great Divide Hercules Double IPA,3.9,"Denver, Colorado","Arancio carico, naso di pompelmo e biscotti di frolla. In bocca luppolo e cacao amaro. 10°, una bomba",gianluca.sabatini
428,Alvarado Street First City IPA,3.8,"Monterey, California","Pours a slightly hazy golden yellow on tap with fluffy white foam that dissipates to leave moderate lace. Aroma of nice fruity and pithy hop notes over a light cracker malt base. Taste follows, soft mouth with low bitterness without being a wheat and oat haze bomb, still loads of fruity hops to boot. Very nice beer.",jbruner
429,Sante Adairius 831 IPA,3.7,"Capitola, California","Pours a hazy amber on tap with fluffy off-white foam that dissipates to leave moderate lace. Aroma of piney dank and pithy citrus hop notes that cover some nice caramel and biscuit malt notes. Taste follows, with a softer mouth and lower bitterness, it comes off like a combination of new school and old school IPA. Decent enough.",jbruner
430,The Duck-Rabbit Baltic Porter,3.9,"Farmville, North Carolina",Smooth and bold body. Roasted with a bigger flavor profile. Sipping type beer. Not too boozy.,kevinator
431,Westbrook Mexican Cake Imperial Stout - Bourbon Coconut,4.5,"Mount Pleasant, South Carolina","Draft at the source, 2019 re-release.  Pours dark brown, nearly black, with a lasting thin brown head.  Bourbon and coconut nose with chocolate, bourbon, vanilla, still plenty of coconut flavor for a 4-yr old (the re-infusion talking), still plenty of habanero. Chocolate is sweeter here than the 2014, but not overly so and the beer overall remains well balanced.  Low carb, full body.  Lingering heat with cinnamon, cocoa and coconut.  Big, beautiful, delicious.",Bacchus66
432,Fremont B-Bomb - Coffee Cinnamon,4.1,"Seattle, Washington","Deep brown pour, small off-white head. Cinnamon, coffee, nuts, with oak and caramel.nice full body. Great.",williamstome
433,Fremont B-Bomb,3.8,"Seattle, Washington","Deep brown pour, small off-white head. Whiskey, oak, tobacco. Quite nice and full.",williamstome
434,Toppling Goliath King Sue,3.7,"Decorah, Iowa","Hazy gold pour, white head. Grapefruit, tangerine, lemon, pineapple, some wheat in the finish.",williamstome
435,Pollyanna Humpenscrump,3.8,"Lemont, Illinois","Banana, orange, clove, wheat malt, and straw aroma.   Cloudy golden yellow with small white head.   Moderately sweet orange, banana, clove, wheat malt, and very mildly bitter straw flavor.  Good body.  Nice.",shrubber85
436,Fremont B-Bomb - Coconut,3.7,"Seattle, Washington","Roast and coconut with some bourbon, sweet tobacco and cacao. Fairly sweet stuff. Boozy, with a syrupy consistency. Not something I would drink again but it's pretty good for what it is. Tap at Churchkey.",solidfunk
437,Hair of the Dog Doggie Claws (2003-),3.3,"Portland, Oregon","Pours cloudy brown with almost no head but a few clear bubbles; fruit cake and cinnamon baked apples on the nose; complex, bitter, oily chalky, warming palate.",benpickens
438,Fremont Dark Star,3.5,"Seattle, Washington","Black pour, creamy brown head. Creamy, oaty aroma, taste is chocolate, peanut butter, prune. Not terribly strong or full.",williamstome
439,Bell's Hopslam,3.5,"Comstock, Michigan","Orange-gold pour, small white head. Big caramel orange flavor, butterscotch, boozy, minimal aroma. Nice body.",williamstome
440,Toppling Goliath Twisted Galaxy,4.0,"Decorah, Iowa",16oz can.  wow - this brewery is just amazing.  incredible nose and hop profile.  love it!,DWestrick
441,Magic Rock Cannonball,4.1,"Huddersfield, West Yorkshire","0,33l can. Pours cloudy golden with off-white head. Aroma of tropical fruits, citrus, malt, resin, pine. Taste is malt, resin, bitter, citrus, tropical fruits. A proper IPA.",BeerVegard
442,Sierra Nevada 40 Hoppy Anniversary Ale,3.5,"Chico, California",Bottle. Amber beer with a cream head. Grapefruit and pine aroma. Grapefruit and pine flavor with earth. Medium bodied. Good bitterness. Grapefruit and pine linger with earth.,bb
443,Three Floyds Moloko,3.9,"Munster, Indiana","On tap at New Bohemia in Golden Valley. Deep brown, basically black in color with minimal tan head. Nose is roasty with almost a smoky quality. Hints of mild dark chocolate. Taste is more bitter than anticipated from a sweet stout. Vanilla and bitter dark chocolate. Little bit of an alcohol presence that takes over mid-sip. Smooth but rather thin mouthfeel. I wanted a bit more from this one but I do enjoy it. More-loko.",commonmac
444,Hill Farmstead Florence,4.0,"Greensboro, Vermont","It pours yellow gold and cloudy. It has a white head. It has a spicy aroma with some earthly qualities and a bit of lemon. There are some tart notes as well. It has a lemon and spicy flavor to it. There is a doughy quality to is as well. It is tart with other fruit esters. There are earthly qualities as well. It has a medium body with a moderately tart aftertaste. Overall, it is favorable and tart.",hman43
445,Les Trois Mousquetaires Porter Baltique (Bourbon & Brandy),3.6,"Brossard, Quebec","On tap at Fortnight in downtown Providence, RI.  Dark root-beer brown, bright/clear at the edges, medium-light brown, medium-fine head, moderate-fast rate of decay.  Aroma is some milk chocolate with big berry fruit: some cherry, candy grape, some raspberry and blackberry.  blackcurrant.  pumpernickel bread, leather, touch of Worcestershire sauce, some vanilla and caramel (nice brandy-oak!).  Body is medium-heavy, oily, medium-light, medium-fat carbonation, little burn.  Flavor is slightly tart berry (blackberry, bit of cherry and black currant) chocolate bread... bit of vanilla and hint of toasted oak.   *NOTE* I can't help but wonder if this keg is a bit unstable.  This beer is definitely slightly tart.  I'm not seeing much note of this in the reviews.  I hope we got an accurate representation.  It definitely comes off lighter than expected, and I wouldn't describe it as chewy :/",PapaSkeetSkeet
446,New Glarus Laughing Fox,4.0,"New Glarus, Wisconsin","Nice looking beer that pours dark amber with a dense and dissipating head. Aroma of wheat and lots of banana. Taste is banana, clove, caramel, and cinnamon, but they are all balanced superbly.

Has a fantastic lasting mouthfeel that is both creamy and carbonated. 

Great beer by New Glarus. Will be getting this one again!",drewsbrewsmke
447,Russian River Pliny the Elder,4.3,"Santa Rosa, California","Draft at SFO 23oz. 
Smells of fresh citrus, with some wet cheesecloth - muted and mild.
Appearance is straight gold with moderate head, but excellent carbonation and lacing. Full Flavor of pale malt and moderately herbs,
Rich and consistent . Palate is not acidic or leeching, but holds the weight of the malt and liveliness of the hops. World Class mouthfeel and better than the sum of its parts.

---Rated via Beer Buddy for iPhone",skaughty
448,Bottle Logic Space Trace,4.2,"Anaheim, California","Bottle at tasting. Aroma of rich chocolate, bourbon booze, coconut, ripe fruit and malt. Taste has rich chocolate, earthy coconut, buffalo trace, ripe fruit, figs, dates, booze, malt, vanilla, caramel and a long rich boozy finish. Delicious.",MarcoDL
449,Oskar Blues G'Knight Imperial Red IPA,3.7,"Longmont, Colorado",The cheapest can in BrewDog Tower Hill - £4 compared to a £19 pastry stout. Spicy grainy marmalade aroma. Hazy light-medium brown. Frothy creamy off-white head. Initial bitterness smooths out into marmalade sweetness. Rye spice throughout. After the first couple of sips the booziness becomes evident. Light-medium bodied. Slick. Flat carbonation other than an afterthought of bubbles into the finish. Long slightly astringent finish. I like a marmalade-esque beer. Good stuff.,BeardedAvenger
450,Cigar City Humidor Series India Pale Ale,3.6,"Tampa, Florida","33cl blik. Helder oranje van kleur, middelfijne romige creme schuimkraag. De geur is karamel en kruiden. Smaak is zoet, citrus, sinaasappel en hout. Medium body en veel koolzuur.",maupie
451,The Bruery Poterie (Scotch Whisky Barrel Aged),4.3,"Placentia, California","Bottle at tasting. Aroma of booze, caramel, raisin, figs, dates, malt and oak. Taste has rich sweet fruity scotch, raisin, caramel, malt, figs, dates, malt, vanilla and cherry. Really delicious.",MarcoDL
452,Cloudwater DDH Pale (S•S19),3.0,"Manchester, Greater Manchester",Gravity. På Manchester Beer & Cider Festival 2020. Spandert. Gusjegrågul. Filmskum. Lett ferskenaroma. Smaken plommer & sitrusfrukt. Lett tørr avslutning.,Finn
453,Hill Farmstead Society & Solitude #6,4.1,"Greensboro, Vermont","Can, courtesy of Leighton. Cheers governor. Hazed, deep orange gold. Fine white head is lasting and semi lacing. Nose has dank pine and soggy stone fruit. Lots of mango. Oily herb, mint in particular. Fruited bread malts. Taste is sweet and a little sticky. Firm, herbal, dank hop bitterness. Medium body is smooth and clean. Fine carbonation. Lingering bitterness to finish. Great sauce.",Garrold
454,Cloudwater Pale Ale (S•S19),3.8,"Manchester, Greater Manchester","Lata de. @Zombier, Online . 24/01/2020
Color amarillo opaco corona de espuma blanca aromas aromas frutales, sabor frutal, maltosa, cuerpo medio.",fombe89
455,Firestone Walker 22 (XXII Twenty-Two Anniversary Ale),4.3,"Paso Robles, California",Dark amber with off white head - Dark malt and fruity aroma with some wood barrel as well - Dark malt body with some fruity tones and a good wood flavour with some vanilla and some alcohol heat as well - The dark malt and barrel flavours goes into the finish - This was real good,bergstaden
456,St-Feuillien Triple,3.9,"Le Roeulx, Belgium","Grand col de mousse blanche. Couleur jaune clair. Au nez céréales, en bouche, jolie amertume, fruits jaunes. Belle réussite pour cette triple belge. 33 cl chez Vanuxeem.",Tometclo
457,3 Sheeps Cashmere Hammer Nitro Rye Stout,4.1,"Sheboygan, Wisconsin","Robe noire, opaque. Mousse beige,bonne tenue. Arômes chocolat, cacao, réglisse, lacté, vanille, boisé, fruits noirs, terreux, épices. Goût sucré, amertume moyenne. Texture crémeuse. Carbonatation (azote) très très fine, moyennement abondante.
Une bière sous azote, c'est rare, ça vaut le coup !",lbianchi66
458,Anchor Our Special Ale (2005 and later),3.1,"San Francisco, California","Overwhelming banana aroma, spices gives a feeling of artificial flavour. To sweet.",FoamForever20
459,Trappist Achel Extra Bruin (de 3 Wijzen),3.8,"Hamont-Achel, Belgium","Kulhuse 6/7 2017, 75 cl bottle from Den Belgiske Ølbutik. Shared with my Father in law. Very simple label in brown and white stating that this is an Extra Bruin with a healthy ABV. 

Pours hazy maroon with very big brownish head. Settles as several centimeters thick dense layer of foam. Massive lacing. 

Aroma is rather sweet. Dark fermented fruit, quite sugary, solid odor of humid cellar. 

Soft carbonation and medium thick texture. 

Flavor is very sweet bordering on the sugary followed by light bitterness. Aftertaste is sweet and a little boozy. Quite sweet but it feels not oppressively heavy. 

A solid bruin who manages to feel light and pleasant.",DraftDodger
460,The Kernel Export India Porter,3.5,"Bermondsey, Greater London","Tap at FOB, Rimini, Italy. Pours black with creamy light brown foam, very fine. Aroma is herbal and licorice. Body is average, like carbonation. Taste is medium bitter. Final is fairly bitter.",rumore
461,Founders Backwoods Bastard,4.2,"Grand Rapids, Michigan","Review based on the BJCP2015 guidelines (style 33B/17C). Bottle 35.5 cl - Batch 0417 6 (BBF unknown - Bottled on 12.10.18). AROMA: medium-high malty aroma with notes of caramel, Maillard components (bread crust), medium esters (dried grapes) with a medium to medium-high vinous alcoholic background, with a Bourbon character. APPEARANCE: very dark amber color and hazy. medium beige head, creamy, with good retention for the style. lace formation. TASTE: initial medium-high malty flavor with signs of long conditioning (caramel and bread crust), followed by medium-low esters (dried grapes) and a vinous background. slight vanillin. medium bitterness with an almost dry finish with a Bourbon character. PALATE: medium-high body with medium carbonation. slight silky texture. OVERALL: a very nice, balanced and well conditioned wee-heavy on Bourbon barrels.",cervmagpt
462,Ayinger Bräuweisse,3.9,"Aying, Bavaria","Tap at Berlin Bar, Copenhagen. Hazy golden with frothy white head. Aroma is citrus, banana, wheat with a yeasty finish. Mild sweetness with faint tartness. Lively carbonation. 
Fruitier and fresher than other Hefeweizen. Really enjoyable overall.",heno
463,Russian River STS Pils,3.7,"Santa Rosa, California",On tap at the brewery. Clear yellow pour with a white head.  Crisp and clean Pilsner with all the classic characteristics.  Good body and mouthfeel.,50belair
464,Russian River Row 2/Hill 56,3.9,"Santa Rosa, California","On tap at the brewery. Clear yellow pour with a white head. Hmm, interesting.  Mild pine bitterness with maybe some muted tropical hop backbeats. Good body and mouthfeel.",50belair
465,Hill Farmstead Fear and Trembling - Cabernet/Bourbon Blend,4.1,"Greensboro, Vermont","Deep brown/black pour, thumb sized head that eventually faded to a small ring, no lace.  Aroma of anise, light molasses, whiskey, very slight vinous notes.  A little more red wine coming through as this warms up, whiskey, anise, faint maple and dark chocolate notes, lighter smoke.  Medium body, finishes slightly smoky and sweet.",Johnsense
466,Cigar City Jai Alai India Pale Ale,3.5,"Tampa, Florida","Can from Systembolaget. Pours a golden colour beer with a medium head. Fruity and hoppy with notes of tropical fruits, citrus, caramel and pine. Dry finish.",fillepolo
467,Westmalle Tripel,4.8,"Malle, Belgium","0,33 bottle. Világos, átlátszó, valódi aranysárga szín, kehelyben hatalmas fehér habbal. Viszonylag visszafogott illat, komlós, gyantás, picit citrusos, alkohol teljesen elbújtatva. Nagyon durván komplex, testes, de nagyon finom, és jól iható triple. Érdemes egy-egy kortyonként inni. Minden kortynál kijön valamilyen íz. Édes-pezsgő-szőlő, vagy komlós keserű, vagy édes, mézes, aszalt gyümölcsös, vagy narancshéj. Ez nem vicc, tényleg. Nagyon jó a szénsavassága is. Most már lassan kóstoltam az alap trappista triple-belga söröket, de számomra eddig ez a legjobb!",mkcmagico
468,Arbor The Devil Made Me Brew It,3.5,"Bristol, Gloucestershire","Can. Dark chocolate, roast, smooth with a dry finish. Apricot, green banana, starfruit. Light forest berries in the background. Very tasty.",ElDesmadre
469,Siren Maiden 2017,4.2,"Finchampstead, Berkshire","Bottle. White oak, vanilla, coconut, port wine, dark fruit, light spicy oak, light roast, subtle coffee. Oaky and creamy finish. Very complex, huge flavour depth. Outstanding.",ElDesmadre
470,The Kernel India Pale Ale Simcoe,2.4,"Bermondsey, Greater London","Draught. Strong resin, citrus, light tropical fruit. ersistent yellow grainy notes reminiscent of corn. Disappointing.",ElDesmadre
471,The Kernel India Pale Ale Nelson Sauvin,3.3,"Bermondsey, Greater London","Bottle. Lime, white grapes, grapefruit, popcorn, passion fruit. Minor grainy notes, spicy finish. Very good.",ElDesmadre
472,The Kernel India Double Porter Citra Ella,4.0,"Bermondsey, Greater London","Bottle. Chocolate, citrus, light resin, full, smooth and creamy, light tart bitter finish. Superb!",ElDesmadre
473,The Kernel India Pale Ale Citra,4.5,"Bermondsey, Greater London","Draught. Amazingly juicy citrus fruit throughout. Amazingly clean taste, superb balance, hoppy to the core yet without a trace of hop burn. Shows that a simple beer can be mindblowing. Could drink this everyday.",ElDesmadre
474,The Kernel India Pale Ale Galaxy,2.7,"Bermondsey, Greater London","Draught. Juicy citrus, gasoline, mineral finish, quite heavyish reception, not crisp enough. Disappointing.",ElDesmadre
475,The Kernel India Pale Ale Mosaic,3.5,"Bermondsey, Greater London","Draught. MAngo, peach, pineapple, citrus, excellent balance. Unfortunately some minor yeast funk detected, hence ""merely"" a very good beer.",ElDesmadre
476,The Kernel India Pale Ale Nelson Sauvin Centennial ,3.8,"Bermondsey, Greater London","Bottle. Citrus, lime, pine, herbal, eau de Cologne, amazing sweet-bitter balance, superb drinkability. Excellent.",ElDesmadre
477,The Kernel India Pale Ale Zeus EXP 431 El Dorado Nelson Sauvin,3.9,"Bermondsey, Greater London","Bottle. Kiwi, pear, white grapes, green jelly, spicy notes (curry?). Balanced, soft and original. Superb.",ElDesmadre
478,The Kernel India Pale Ale Centennial,3.9,"Bermondsey, Greater London","Bottle. Citrus, grapefruit, hint of mango, amazing sweet-bitter balance, soft and moreish. Superb!",ElDesmadre
479,The Kernel India Pale Ale Citra Zeus,3.5,"Bermondsey, Greater London","Bottle. Lemon, grapefruit, light yellow fruit, light resin, a herbal hint. Not as intense as expected though very tasty.",ElDesmadre
