,Beer Names,Rating,Locations,Reviews,Users
321,Hop and Sting Ghost Mango IPA,3.5,"Farmers Branch, Texas","(tap) cloudy yellow colour with a small white head; aroma of mango, tangerine; dryish flavour with a long, medium hot and bitter finish",thorongil2
322,Hop and Sting Aluminum Cowboy,3.4,"Farmers Branch, Texas","(tap) clear, bright, very pale yellow colour with a small white head; aroma of flowers; light, clean flavour with a long, light bitter finish",thorongil2
323,Good City Varietal Series: El Dorado,3.5,"Milwaukee, Wisconsin","12 ounce can from Niemuth's, 2/3/20. Murky orange, large foamy off-white head, good retention. Aroma of dank, tropical fruit, a bit of bubblegum, pale malt. Taste is mango, passionfruit, grapefruit, pale malt, a bit of pine. Medium bodied, juicy, low bitterness.",Drake
324,Track 7 Octo Cryo,4.4,"Sacramento, California","Ok tap at Venice Ale House, CA. Great juicy fruit aroma. Silky smooth fruity sweet bitter balance. Delicious.",kevinsenn
325,Barebottle Citra Cali,3.5,"San Francisco, California","Draft at Barebottle. Clear copper pour with a medium white head. Aroma is nice, classic west coast IPA, orange, pineapple, resin. Flavor is light but crisp, sweet pale malt, good citrusy and resinous hops, medium bitter. Medium body with a crisp feel. Solid.",nickd717
326,Badlands - Dora #20,3.8,"Caledon, Ontario","2020/02/03 - Pours a hazy, dirty yellow-straw colour with a foamy white head that slowly reduces and leaves moderate lacing. Aroma is juicy citrus (orange, grapefruit) and tropical fruits (pineapple, mango), cereal grain, honey and floral notes. Taste is more juicy citrus and tropical fruits, hints of stonefruit, cereal grain, floral notes, light onion and pine. Mouthfeel is medium and creamy with velvety carbonation and a long, drying finish that is moderately bitter. Fruity and creamy. Nice",Alpha10
327,Night Shift Lil Thrills,3.8,"Everett, Massachusetts","Draft. Doughy aroma. Flavors are light, herbaceous, almost tea like. Faint mineral hardness with some dough at the finish. Light but solid.",TylerGreenDC
328,Elysian Contact Haze,3.7,"Seattle, Washington",12 ounce can from Ernie's in Lexington. A fairly hazy orange yellow color with some citrus notes throughout.,drfabulous
329,Last Wave Critical Section,3.4,"Point Pleasant, New Jersey","16 oz can from Joe Canal's.  Hazy yellowish-orange.  White head, moderate-plus lace.  Aroma is on the subdued side, with some tropical juiciness, a little dough, and some mild rind as well.  Clean, light.  Slightly thin.  Solid.  
6/4/7/3/14",ben4321
330,Back Bay Farmhouse Turtle Stout,3.3,"Virginia Beach, Virginia","$4.60 pint can, WW. Will I regret a second imperial stout tomorrow? I dunno, but it feels so right tonight. Thick pour, nearly black, small brown head. Pecan, chocolate, baby shit, caramel, chocolate candy nose. Flavor is sweet pecan, cocoa, chocolate candy, caramel. Really sweet... tastes somewhat artificial (though not cheap). Not exactly cloying, but this is too sweet for me.",hershiser2
331,Tall Tales Soft Serve,3.7,"Parsonburg, Maryland","On tap at World of Beer in Bethesda, MD. 

Almost clear, bright orange with an off-white head and good lacing. 

Aroma of orange, lactose and tangerine. 

Taste of orange, lactose, grapefruit and tangerine. Yes, it does remind one of a creamsicle. 

Medium body and medium carbonation with a soft, silky mouthfeel. 

Not a beer I’d want every day, but it’s fun and it tastes good.",MadRobin
332,New Anthem Ba'al,4.3,"Wilmington, North Carolina","Pours opaque apricot with a thick and persistent cream head. Aroma provides funky, resiny hops plus raw malt and tangy citrus and tropical fruit. Flavor offers dank, funky, pine hops with creamy malt, tart and slightly sweet citrus and tropical notes. Texture delivers firm, smooth boy and fair fizz. Devilishly good.",Cybercat
333,Front Row Tryanuary Bitter,3.1,"Brindley Ford, Staffordshire","Cask at Brewery Tap, Chester

Pours an orange copper with a tight white head.  Oranges in the nose with some malts.  Taste has oranges as well, some bitterness and peppery sharpness, all with an undercurrent of malts.  Some hops come through in the finish. 
",Martinsh
334,Sibling Revelry Fest,2.3,"Westlake, Ohio","Can from chalet.  Slightly darker than pale. Plain old beery nose. Decent co2 with a good fest flavor. Some bitterness in the background from hops. Stronger personality in the middle. Yes, gets a little bold near the end. Tastes like it has more alky than the 5.4% listed here. Slight nasty aftertaste of bitterness approaching astringent.",cheap
335,Ocmulgee No Ragrets,3.6,"Macon, Georgia","Clear,  tawny blonde pour.  Tall head. Sweet,  malty aroma.  Sweet,  malty,  toasted cereal,  not much bitterness.  Graham cracker tones. Medium body,  short finish, good carbonation but not fizzy.  Solid Vienna.  On tap,  Ocmulgee,  Macon.",Aurelius
336,Bell's Light Hearted Ale,3.3,"Comstock, Michigan","Crisp clean gold pour, 2 fingers slightly off white head.  Nose is muted floral, and malt. Middle is light peach, medium kilned grain, 
Citrus pith, touch of pencil shavings.  Finish is lightly woody and bitter.",ttoadee
337,Oxbow Surfer Rossa,3.1,"Newcastle, Maine","Can, WW. Murky golden orange with a small white head. Funk, trash water, leather, light citrus (but I'm not getting blood orange). Flavor is funk, hay, citrus peel, grasses. Not loving this.",hershiser2
338,Bolero Snort About Bucking Time,3.7,"Carlstadt , New Jersey","16 oz can from Joe Canal's, 2/3/20.  Pours a fully hazed darker yellowish color with a nice, frothy head and some strong lacework.  Lots of tangerine and orange here.  Lemon and a little pineapple.  Candied citrus on the finish.  Soft, smooth, and somewhat creamy.  Not amazing, but some pretty good stuff.  
",ben4321
339,Tring Snaggletooth ,2.8,"Tring, Hertfordshire","PET growler from the brewery. A mostly clear copper coloured pour with almost no head. Aroma is earthy toffee, brown sugars twig, some grassy hop. Flavour is composed of semi sweet, toffee malts, grass, bramble, hedgerow hop, little dirty. Palate is semi sweet, low tang, grainy, moderate low",mR_fr0g
340,"Bissell Brothers Worth A Visit, Worth A Lifetime",3.5,"Portland, Maine","Draft at the brewery. Pours hazy amber with a creamy white head. Tastes like resin, biscuit malt, fruity, and boozy. Medium body and low carbonation. Smells like resin, biscuit malt, grapefruit hops, and fruity.",snoworsummer
341,Hoppebräu / Bierol Hammer Time 2.0,3.8,"Waakirchen, Bavaria","Sampled @ Braukunst Live 2020. A murky yellow golden beer with a white head. Aroma of fresh citrusy hops, grassy, hay. Taste of hay, citrus, fresh moderate fruity bitter hops, yeasty. Nice!",Beerhunter111
342,Yankee & Kraut Woda Portowa Eisbock,4.0,"Ingolstadt, Bavaria","Sampled @ Braukunst Live 2020. A dark brown beer with a beige lacing. Aroma of heavy strong dark malt, raisins, plums. Taste of strong caramelized malt, chocolate, Bourbon, slightly boozy. Nice.",Beerhunter111
343,Yankee & Kraut Heart Waves,3.9,"Ingolstadt, Bavaria","Sampled @ Braukunst Live 2020. A murky pale yellow golden beer with a white lacing. Aroma of fresh juicy hops, yellow fruits, yeast. Taste of fruity bitter hops, yeast, yellow fruits, mealy bitter mouthfeel. Good!",Beerhunter111
344,Daniel Hell,3.3,"Ingolstadt, Bavaria","On tap at the brewpub. A clear amber beer with a beige head. Aroma of mild caramelized malt, gently sweet malt, grains. Taste of moderate sweet grainy and caramelized malt, hints of honey.",Beerhunter111
345,Big Spring Power IPA,3.2,"Lewistown, Montana","Crowler at share. Golden pour with a small foamy head. Old school piney hops on top of a solid malt base, bready notes make up the aroma and taste. Straightforward IPA.


",stevoj
346,Steel Bender Brickie American Stout Barrel Aged,3.5,"Los Ranchos de Albuquerque, New Mexico","12oz can from Total Wine-Uptown. Dark muddy brown pour with a small beige head. Roast malt aroma with hints of chocolate and whiskey barrel. Taste continues in this vein with more chocolate and bigger accents from the barrel. Smooth.
",stevoj
347,Gally's Harlo Hazy Days,2.9,"Harlowton, Montana","16oz can at share. Hazy golden pour with a small foamy head. Fake citrusy aroma is followed by an chemical taste.  Next....

",stevoj
348,Oxbow Older 51,3.8,"Newcastle, Maine","Draft at Blending and Bottling. Pours hazy amber with a bubbly white head. Tastes like tart citrus, dark fruit, yeast, and cracker malt. Light body and low carbonation. Smells like dark fruit, tart citrus, yeast, and cracker malt.",snoworsummer
349,Lost Abbey O'Brien's 25th Anniversary Ale,4.1,"San Marcos, California","Bottle. Dark black, viscous, and a small tan head. Chewy, dates, fig, milk chocolate, dark chocolate, oak, bourbon, notes of vanilla, and chocolate covered raisin. Heavy but silky mouthfeel. Very much the lost abbey big bourbon barrel aged imperial stout style. Good.",JohnnyJ
350,Oxbow Surfer Rossa,3.7,"Newcastle, Maine","Draft at Blending and Bottling. Pours hazy golden amber with a fizzy white head. Tastes like farmhouse, leather, salt, and orange. Light body and low carbonation. Smells like barnyard, straw, leather, and orange.",snoworsummer
351,Lost Abbey Agave Maria Reserva,2.8,"San Marcos, California","Bottle. Mahogany color, with a thin off white head. Tequila, booze, oak, sour fruit, caramel, and dates. A bit sour, might be infected. Also I dont really like the strong tequila.",JohnnyJ
352,Oxbow Plum Synth,3.8,"Newcastle, Maine","Draft at Blending  and Bottling. Pours dark brown with a bubbly tan head. Tastes like tart plum, yeast, and cracker malt. Light body and low/medium carbonation. Smells like plum, yeast, and cracker malt.",snoworsummer
353,Burning Barrel Triple Baked,3.9,"Ranco Cordova, California","Tap at Cap Hop. Pours copper/orange with a creamy, tho slight, white head. Aroma of cinnamon and vanilla with some pale prunus fruits. Approaching full bodied. Flavor is cinnamon, vanilla and either peach or apricot. Not dry but not sticky. Not much hop, but the spices make up for that. It is barely sour. Nice flavor tho.",bhensonb
354,Wilde Child Adequately Comfortable,3.0,"Leeds, West Yorkshire","Cask @ Fox & Goose, Hebden Bridge.  Cloudy amber-red with a creamy head.  Berry is prominent in both aroma and taste and it's quite a sweet fruity brew.",ManVsBeer
355,Station 119 Imperial Stout,3.6,"Eye, Suffolk","Bottle: Poured a deep black with a two finger tan head. Aroma is roasted malts, coffee, dark chocolate. Taste is rich roasted malts, bitter dark chocolate, coffee, alcohol tingle on the palate.",SHIG
356,Maxbrauerei Fantasia Bock,2.8,"Altenstadt, Bavaria","Sampled @ Braukunst Live 2020. A clear yellow golden beer with a white lacing. Aroma of sweet pale malt, honey, grains. Taste of sweet strong pale malt, honey.",Beerhunter111
357,Unser Dorfbräu 0Bock,3.4,"Seeshaupt, Bavaria","Sampled @ Braukunst Live 2020. A very dark brown beer with a beige head. Aroma of dark roasted malt, caramel, toffee. Taste of sweet dark roasted malt, chocolate, toffee. Nice.",Beerhunter111
358,Kansas Avenue Red Aviator,2.5,"Salford, Greater Manchester","Cask @ Abel Heywood, Manchester.  Dark copper-red, it's a watery-malty brew with the former subduing the latter and it's bland for it.  There's a hint of red berry in its aroma.",ManVsBeer
359,Laine Long Black Coffee Stout,3.4,"Adversane, West Sussex","Keg at Beerkat, black with a thin tan head, coffee and a little sweet dark and red-fruity malt on the nose, smooth and roasty-sweet at first, then drying on the palate with a coffee and fruit note cutting in.",BeerViking
360,Torrside Southern Cross,3.1,"New Mills, Derbyshire","Cask @ Crown & Kettle, Manchester.  Golden with a hoppy nose, and a sweet-hoppy taste.  Also with a smoothish texture.",ManVsBeer
361,Allagash Ale Aged On Spruce and Elderberries,3.7,"Portland, Maine","Draft at the brewery. Pours hazy peach/copper with a fizzy off white head. Tastes like spruce, dry berry, yeast, and cracker malt. Light body and low carbonation. Smells like yeast, spruce, berry, and cracker malt.",snoworsummer
362,High Branch Highly Unstable,4.1,"Concord, North Carolina","Can pours a cloudy orange.  Smells and tastes like orange marmalade with a little bit of pineapple, grapefruit dank sauce and pine sap.  Thick, but NO sign of the abv.",slowrunner77
363,South of North Coconut Coffee Brown Ale,3.5,"South Lake Tahoe, California","Clear hazel,  minimal head or lacing.  Aroma is coconut,  roasty,  coffee.  Flavor is lighter sweet,  light bitter,  prominent toasted coconut,  light coffee roast.  Light plus body. 
3,7,7,4,14",bytemesis
364,South of North Space Tiger,3.1,"South Lake Tahoe, California","Slightly hazy golden orange,  small white head,  some lacing.  Aroma is light,  odd melon,  tangerine,  candy.  Flavor is light plus sweet,  light bitter,  medium body
3,6,6,4,12
",bytemesis
365,FiftyFifty / Urban Roots Old Digs (Cognac BA),3.6,"Truckee, California","On tap at the brewpub. Murky hazel,  small beige head, good lacing. Aroma is apiced, cinnamon,  nutmeg,  brandy,  toffee, vanilla.  Flavor is pretty sweet,  a rougher version of the aroma.  Fullish body, hot",bytemesis
366,FiftyFifty Freeheel Life,3.6,"Truckee, California","Tap. Pours slightly hazy dirty golden,  small white head, decent lacing. Aroma is Belgian yeast,  citrus,  coriander. Flavor is light sweet,  light plus bitter.  Medium body,  extra carbonated",bytemesis
367,Kilter Fog Machine (Galaxy),3.5,"Winnipeg, Manitoba","Can. Cloudy dark orange in colour with moderate carbonation. Aromas of lemongrass, ripe melon, flaked grain, and florals. Flavors of mango pulp, sweet citrus, oatmeal, and some peppery hop burn. Just a touch sweet for me, but not completely over the top.",piscator34
368,Sookram's Hop Fuzz,3.7,"Winnipeg, Manitoba","Can. Turbid orange in colour with medium carbonation. Aromas of mango, melon, citrus, and wet grass. Flavors of citrus juice, sweet pale malt, flaked grain, chalk, and mint. Full bodied with a balancing bitterness.",piscator34
369,Vale Best Buy,2.9,"Brill, Buckinghamshire","[Cask at the Bell, Waltham St Lawrence.] A copper coloured pour with a thin cream head; weak toffee aroma; burnt treacle toffee taste, rather thin and watery; with a dry earthy finish.",berkshirejohn
370,Dig Brew Potion,2.5,"Birmingham, Digbeth, West Midlands",Delt med Rune. Gusjegrågul. Så vidt litt filmskum. Lett sitrusaroma. Smaken sitrusfrukt. Søt.,Finn
371,Three Notch'd Vingt Twintig,3.5,"Charlottesville, Virginia",Light smoke and some wood. Tobacco. Pours dark brown with ok head and lacing. Pretty nicely done actually. Citrus in light tangy end. Tap.,solidfunk
372,Funk Two Hour Delay,3.2,"Emmaus, Pennsylvania",Some florals and citrus. Balance isn't great. Murky yellow pour with decent head. Tangy and boozy end. Tap.,solidfunk
373,Odd13 Moon Master ,3.8,"Lafayette, Colorado",Taster. Poured cloudy golden color with an average frothy white head that lasted with very good lacing. Moderate to heavy hop forward balanced aroma.  Medium to abundant body with a slick texture and soft carbonation. Moderate to heavy juicy bittersweet flavor with a moderate to heavy bittersweet finish of medium to long duration. This beer met my expectations.,Tmoney99
374,Ike & Oak Hunter's Moon,3.5,"Woodridge, Illinois","On tap at the brewery bar as a flight serving showing a lightly hazed, orangey/gold color, with a slight ruby tinge, a presentable layer of soft white froth that reduced to a persistent ring & film, and ribbons & spots of lacing. The nose was soft grain/wheat, fruitiness as berry & cherry, mild citrus, Kool-Aid-like sweetness, light circus peanut banana, and subtle spice with coriander. Light to medium bodied, with decent carbonation, the taste was somewhat similar, with mild tartness, tanginess, and citrusy bitterness.",tmoreau
375,Tooth & Claw Nordic Ale,2.6,"Hartlepool, Durham","Delt med Rune. Amber. Filmskum. Uklar. Aroma av fruktkompott. Smaken Det samme. Søt, tørr avslutning.",Finn
376,August Schell Stag Series Nordic IPA,4.2,"New Ulm, Minnesota","Fruity aroma: pineapple, citrus - perhaps orange? - tropical fruits.

Color is cloudy burnt orange (brighter with a backlight) and a good level of fine carb bubbles rising to a tall, slightly off-white bubbly-thick head. The head recedes fairly quickly, leaving great-looking strings of lacing around the glass. After just a few minutes, the head is a cap with mounds of thick bubbles.

Taste is different; taking me a bit to characterize it. The pineapple and tropical fruits from the aroma are there, and strongly so, but the taste at the forefront is interesting, very nice and enjoyable, but hard for me to describe (I checked some other reviews - they were no help... maybe it's just me...) 

It is a good tasting beer, despite my lack of words to describe it.  There is some cracker malt presence behind the fruit flavors. A moderate bitterness begins a few seconds after each taste, that grows stronger and lingers into the aftertaste. This is not WC IPA level of bitterness, or even a Midwest IPA level, but more than sufficient to meet expectations for an IPA. The bitterness grows as you drink the beer.

The mouth feel has a solid body with decent carbonation.

The finish is semi-dry.

Overall, a very good IPA.",MNAle
377,Boelens berrevoesj,2.3,"Belsele, Belgium","Gekregen van mijn nicht op 30-09-2019. En thuis geproefd op 25-01-2020. 
Berrevoesj wordt gebrouwen voor biercafé Berrevoesj in Liedekerke, het is ook een bijnaam die Liedekerke heel lang geleden kreeg omdat de inwoners in die tijd te arm waren om schoenen te kopen, ze moesten dan ook ‘berrevoesj’ (blootvoets) door het leven.
Het is een wazig-blond biertje dat veel wit schuim produceert in een romige vorm wat sterk aan het glas blijft kleven. Je ziet maar weinig fijne CO2 belletjes omhoog parelen. Het schuim zakt naderhand in elkaar tot een fijn laagje van iets meer dan 1 mm dikte met wat grove bellen tussen.
HET AROMA:
Fruitig met op de eerste plaats citrus en dan wat pompelmoes en mout.
DE SMAAK:
Wat hopbitter, citrus en mout
HET MONDGEVOEL:
Volle body met een licht-stoffige textuur en een normale koolzuurprikkeling.
DE NASMAAK:
Vloeit uit en de hopbitterheid blijft toch lang hangen.
HET TOTAALGEVOEL:
Op zijn manier een harmonieus biertje.
HET VERDICT:
Geen geweldig biertje, het is vooral het lichtbittere dat hier de show wil stelen maar na een tijdje wordt die smaak wat wranger. Het lijkt me dat het bittere (IBU 52) hier door iets anders wat getemperd wordt.
Enkele foto’s en info vind je op:
http://www.beersfrombelgium.eu/nl/Berrevoesj-b-4357.html
",RudiGR
378,Ike & Oak Caber Toss,3.3,"Woodridge, Illinois","On tap at the brewery bar as a flight serving displaying a clear, orange/amber color, with a presentable layer of soft white froth that left a persistent ring & film, and foamy ribbons of lacing. The nose offered some fruitiness as pit variety, a bit of tartness & tanginess, and malty sweetness. Light to medium bodied, with okay carbonation, the taste was similar, finishing a bit dry, coupled with moderate fruity & grainy bitterness. Pleasantly sessionable, showed a bit of light caramelization, but didn't sense any typical Scottish hints of slight roast, smokiness/peat, or earthiness.",tmoreau
379,Lagabière Ukulele IPA (HBC644 et HBC342),4.3,"Saint-Jean-sur-Richelieu, Quebec","Canette 473ml. Couleur jaune pâle opaque, mousse blanche. Arôme d'ananas, houblon fruité, malt. Goût d'ananas, houblon fruité, amertume moyenne, malt. Carbonatation moyenne, corps moyen-dense. Superbe!",Whatup14
380,Common Roots Continuum,3.9,"South Glens Falls, New York","Smooth hazy neipa. Juicy but still has a slight bitter finish. But super smooth base with some nice tropical flavors and very well balanced. Seems like lots of oats in the beer (very opaque hazy, with a ton of body and softer mouthfeel)",Mep3222
381,FrauGruber Helles,3.4,"Gundelfingen , Bavaria","29 November 2019. At Billie's Craft Beer Fest. Cheers to the lovely Anke, tderoeck, 77ships & Ghent beer crew! 

Clear golden, very thin, frothy, white head. Aroma of pure malt, banana, apple, yeast, grass. Taste has sweet banana, bready maltiness, bitter grain, grass & yeasty undercurrent, tad sour even. Dry, grassy hoppy finish, lingering yeast & apple. Medium body, slick texture, fizzy carbonation. Plain good stuff.",nathanvc
382,Grosch Fuhrmannstrunk Alkoholfrei ,2.7,"Rödental-Oeslau, Bavaria","Bottle 500ml. @ home.[ As Grosch Fuhrmannstrunk Alkoholfrei ].ABV: <0.5%. Clear medium to dark brown colour with a large, frothy, good lacing, mostly lasting, off-white to light beige head. Aroma is moderate malty, bread, malty, grain, hay, chaff (avner), dark malt, sweet dark malt. Flavor is moderate sweet with a average duration, malty, caramel, chaff (avner), dark malt, sweet malt, bread. Body is medium, texture is watery, carbonation is soft. [20200202]
 5-3-5-3-11 ",fonefan
383,Halton Turner Winter Haze,2.8,"Birmingham, Hall Green, West Midlands",Delt med Rune. Gusjegrågul. 0 skum. Veldig uklar. Klementinaroma. Smaken mango & tørket tropisk frukt. Lett tørr søtlig avslutning.,Finn
384,Lariat Lodge Munich Dunkel,3.7,"Evergreen, Colorado","Crowler poured a clear reddish brown with a small lasting tan head. Aromas of caramel, earthiness and green hops. Palate was light bodied and crisp with a dry finish. Flavors of caramel, fruitiness and light earthiness with a crisp dry lingering fruity caramel finish.",Ratman197
385,Goldspot Maple Scotch Ale,3.6,"Denver, Colorado","On tap at Goldspot poured a clear reddish brown with a lingering ring of tan foam. Aromas of maple, caramel, toffee, light cocoa and light fruitiness. Palate was light bodied and smooth with a dry finish. Flavors of maple, toffee, caramel and light tobacco with a smooth dry lingering maple toffee finish.",Ratman197
386,Goldspot Makin Noise Dry Hopped Mango Blonde,3.5,"Denver, Colorado","On tap at Goldspot poured a clear gold with a small lasting creamy white head. Aromas of bread, light mango and light earthiness. Palate was light bodied and crisp with a dry finish. Flavors of straw, mango, light yeast and a hint of earthiness with a crisp dry lingering mango finish.",Ratman197
387,Kokopelli Koko Love It,3.0,"Westminster, Colorado","On tap at Kokopelli poured a hazy golden amber with a small lasting ivory head. Aromas of caramel, fruitiness, earthiness and light dankness. Palate was light bodied and crisp with a smooth dry finish. Flavors of caramel, earthiness and light citrus with a smooth dry bitter lingering earthy finish.",Ratman197
388,Kokopelli Pancho Villa,3.5,"Westminster, Colorado","On tap at Kokopelli poured a clear reddish amber with a small lasting amber head. Aromas of caramel, light fruitiness and light earthiness. Palate was light bodied and crisp with a dry finish. Flavors of caramel, light earthiness and a hint of fruitiness with a crisp dry lingering earthy finish.",Ratman197
389,War Horse Sixlets And Soldiers,3.5,"Geneva, New York",Can.  Poured a dark brown with a light brown head.  Aromas of Chocolate a roasted malt.  Tastes like chocolate milk but thinner with some roasted malt.,Ron
390,Two Towers Renaissance,2.4,"Birmingham, West Midlands",Delt med Rune. Gusjegrågul. 0 skum. Uklar. God sitrusaroma. Smaken grapefrukt. Tørr sitruspreget avslutning.,Finn
391,Crafted This Is A Blueberry Blossom Mead,3.9,"Mogadore, Ohio","Tall skinny bottle shared. The mead is a clear gold color. Still. The aroma has sweet fruity components with a touch of floral and doughy character peeking through every so often. Fairly sweet overall. I was curious if I could detect any blueberry since the mead is just made from the blueberry blossom honey, but I couldn’t. Very tasty and interesting otherwise.",JStax
392,Unser Dorfbräu 0Bock,4.0,"Seeshaupt, Bavaria","Tap at BKL2020. Creamy big head, dark brown, chocolate, light caramel, full creamy body, chewy. Nice",jonas
393,Yankee & Kraut Woda Portowa Eisbock,4.2,"Ingolstadt, Bavaria","Tap at BKL2020. Chocolate, Brandy, creamy chocolate, a hint smoke, medium to full creamy body, all very smooth and with a dangerous drinkability",jonas
394,Yankee & Kraut Heart Waves,3.9,"Ingolstadt, Bavaria","Tap at BKL2020. Cloudy green, tropics, kiwi, light spring onion, sparkly medium light body, fresh and very drinkable,",jonas
395,Prairie Kong's Revenge,4.1,"Tulsa, Oklahoma","Rami Rami is drinking a Kong's Revenge by Prairie Artisan Ales at Muzeum Azji i Pacyfiku

BL wiec bez szczegolow, ogolne wrazenie wyrazone gwiazdkami. Tnx Pan Marcin.",rami_pl
396,Kent Bravo,3.2,"West Malling, Kent","Cask at Angleterre, Helsinki. Colour is slightly cloudy golden with small white head. Aromas and flavours: Some floral, fruits and grassy elements.",VastActiv
397,Ridgeside Crumble In the Bronx,3.7,"Leeds, West Yorkshire","Keg @ Tap & Can. Pours a vivid pink, no head to speak of. Bucketloads of raspberry on the nose. Taste is exceedingly fruity, raspberry taking the lead, nice sour edge, not too lactic, custard not particularly noticeable but plenty of assorted berry action going on. Nice fruit sour.",minutemat
398,Team Toxic Empress of Cydonia,3.5,"Birkenhead, Merseyside","Keg. Misty gold pour, medium white head. Strong quince coming through on the nose, continuing to taste, quite plump and fruity, a touch zesty even with gooseberry and citrus notes. Can't recall ever having a quince beer before. Decent.",minutemat
399,Team Toxic Caught in the Headlights,3.4,"Birkenhead, Merseyside","Keg. Pours relatively clear gold, small white head. Good citrussy nose, gently sweet pale malt. Nicely sessionable pale gold overall, with pleasant centennial citrus, light bitterness on the nose. Nice.",minutemat
400,Team Toxic Dreich Days,3.4,"Birkenhead, Merseyside","Keg. Pours a misty peachy pink, minimal head. Aroma of raspberry ice pops. Smooth and relatively light on the palate, good raspberry presence with gentle honey, and vanilla glimpses. Decent.",minutemat
401,Guisborough Phoenix,3.0,"Saltburn-by-the-Sea, North Yorkshire",Delt med Rune 29.1.20. Gylden. Filmskum. Lett ferskenaroma. Smaken forsiktig. Litt rosiner. Lett tørr bitter avslutning.,Finn
402,Guisborough Delight,2.9,"Saltburn-by-the-Sea, North Yorkshire",Delt med Rune 29.1.20. Gyldengul. Nesten klar. Lett sitrusaroma. Smalen malt & sitrusfrukt. Tørr bitter avslutning.,Finn
403,SingleSpeed Nimble Series 009: Hard Won Not Done,3.9,"Cedar Falls, Iowa","Hazy golden appearance with a beige head. Aroma of fresh citrus, zesty hops, mild floral notes and light grain. Similar flavor, adding mild hop bitterness and a light juicy sweetness. Medium body with a pleasant finish. Nice.",ajnepple
404,BrewsLi Sepp Sun,2.8,"Munich, Bavaria","Tap. Hazy amber color with white head. Aroma is peach, a bit muddled and sweet. Taste is a bit canned peach, sweet, caramel. Oily mouthfeel with medium carbonation. Not for me.",SinH4
405,Hoppebräu / Bierol Hammer Time 2.0,3.4,"Waakirchen, Bavaria","Tap. Hazy golden color with white head. Aroma is cheesy hops, dank, fruity, wheat. Taste is the same. Oily mouthfeel with medium carbonation. Good, albeit on the light side.",SinH4
406,Yankee & Kraut Woda Portowa Eisbock,4.0,"Ingolstadt, Bavaria","Tap. Hazy brown color with beige head. Aroma is intense cocoa, earthy, booze. Taste is cocoa, chocolate, Sachertorte, booze. Soft oily mouthfeel with soft carbonation.",SinH4
407,Yankee & Kraut Heart Waves,3.9,"Ingolstadt, Bavaria","Tap. Opaque yellow color with white head. Aroma is cheesy hops, grassy, exotic fruits, dank. Taste is dank stuff, fresh grassiness. A bit mealy mouthfeel, low carbonation. Nice!",SinH4
408,Take 16 Barrel Dancer,2.0,"Luverne, Minnesota","Bottle shared by Kyle at Levi's tasting - thanks! Not my thing. Sweet, plums. Darker pour.",BVery
409,Trap Door Citra Glowed Up IPA,4.0,"Vancouver, Washington","Into a stem glass pours hazy goldish with head and lace.  Aroma of grains, citrus zest, amber malts.  Significant carbonation and mouthfeel.  Flavors of malts, straw hops, creamy citrus notes.  Overall another flavorful and easy drinking brew from Trap Door … wothy of another please.",DenverLogan
410,Alvarado Street All Dorado,2.3,"Monterey, California",Can shared by Yaniv at Levi's tasting - thanks! Not my flavor profile for an IPA. Grassy.,BVery
411,New Belgium Holiday Hype,3.4,"Fort Collins, Colorado","Can shared by Tom at Levi's tasting - thanks! Hard to find tick. Grassy, hoppy, and a little juicy. Not bad.",BVery
412,Kookoolan Elegance,3.7,"Yamhill, Oregon","Can shared at Levi's tasting. Sweet, floral, fruity, honey sweetness, and a hint of booze/spirits.",BVery
413,Take 16 Stone Cutter,3.4,"Luverne, Minnesota","Bottle shared by Kyle at Levi's tasting - thanks! Mild roast, cherry, some barrel character, hint of chocolate.",BVery
414,Gypsy Road Born For Leavin',3.1,"Kernersville, North Carolina","Pours up a hazy (how could I guess) yellow color in the glass, with a white head. Some lace left behind. Mild green hops, and creamy aroma. Taste is moderately sweet with some grapefruit juice. Just enough hop bite against a decent malt bill. Creamy feel. Not bad.",HourGlass13
415,Gypsy Road Gypsy Juice,3.0,"Kernersville, North Carolina","Cloudy gold pour. Thick white foam head. Lots of sheet lace left behind in the glass. Aroma is juicy with pineapple, orange and grapefruit, and some malts. Taste has juicy grapefruit and orange. Mild sweetness. Malty balance is getting there. Easy drinking.",HourGlass13
416,Cooper Landing Cryo Camper,3.5,"Cooper Landing, Alaska","Draft sampler at 2020AKCB&BWF, clear amber beer, not hazy. Aroma juicy fruit gum, taste same. Palate medium, carbonation moderate.",furthur
417,Gypsy Road Lawnmower Light ,3.4,"Kernersville, North Carolina","Clear yellow gold pour. And boy am I finally glad to see something clear come out of this place. Thin white ring of head. Mild clean clear aroma with mild grains. Very mild hop presence. Plenty of grain in the taste. Easy drinking, and does what it says.",HourGlass13
418,Radar Perfectionist Belgian Pale Ale,3.8,"Winston-Salem, North Carolina","Pours up a clear golden color in the glass. Little to no head. Just a faint white ring. Spicy Belgian yeast aroma, some hops. Taste has a honey like organic sweetness, plenty of spicy belgian notes and caramel to balance out the hops. Very nicely done.",HourGlass13
419,Kenai River Double Pole,3.8,"Soldotna, Alaska","Draft sampler at 2020AKCB&BWF, black beer, ring of almond colored foam. Aroma toast and grapefruit. Taste same, with some toffee. Palate medium rich, carbonation average.",furthur
